Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Notes,Non-Buy Month Invoice,Item Number,Description,Net Case EO,Net Cs EO/Unit,Avg Retail,Avg Club,Avg Sale,Competitor,Neilsen Ranking,Total Wine Price,Cub Price,RP,Multiple Prices,Kosher,item classification,Color,Remove
Chateau Haut Brion Rouge 2020 750ml,400000023755,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,519.6516666666666,3117.91,3116.91,778.99,699.9599999999998,0.25759805322208873,3116.91,0,3116.91,0223TTN,Bordeaux Futures 2020 (AWC),3117.91,519.6516666666666,799.9899999999999,699.9599999999998,0,,,,,0,,,,,
Chateau Haut-Roche St Emilion,873964004472,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,15.1975,182.37,181.37,22.99,20.619374999999998,0.26295050165196565,181.37,0,,0422TTJ,Buyer's Select,182.37,15.1975,29.990000000000006,20.619374999999998,0,,,,,0,,,,,
Chateau Kirwan Margaux 2020 750ml,3263070054305,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,42.416666666666664,254.5,253.5,62.99,59.83250000000001,0.29107647738826464,253.5,0,253.5,0223TTF,Bordeaux Futures 2020 (AWC),254.5,42.416666666666664,70.24,59.83250000000001,0,,,,,0,,,,,
Chateau La Croix de Gay Pomerol 2020 750ml,400000023717,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,33.8375,406.05,405.05,50.99,47.70812500000001,0.29073926087013496,405.05,0,405.05,0223TTH,Bordeaux Futures 2020 (AWC),406.05,33.8375,56.1775,47.70812500000001,0,,,,,0,,,,,
Chateau Lafite Rothschild Pauillac 2020 750ml,400000023694,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,570.5566666666667,3423.34,3422.34,855.99,799.9599999999998,0.28676850509192103,3422.34,0,3422.34,0623TTA,Bordeaux Futures 2020 (AWC),3423.34,570.5566666666667,899.9899999999999,799.9599999999998,0,,,,,0,,,,,
Chateau Lynch Moussas Pauillac 2020 750ml,400000023670,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,31.6925,380.31,379.31,46.99,42.331875000000004,0.2513324770046213,379.31,0,379.31,0223TTC,Bordeaux Futures 2020 (AWC),380.31,31.6925,50.615,42.331875000000004,0,,,,,0,,,,,
Chateau Meyney St Estephe 2020 750ml,400000023724,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,27.1825,326.19,325.19,40.99,39.33375,0.3089268122159723,325.19,0,325.19,0223TTK,Bordeaux Futures 2020 (AWC),326.19,27.1825,45.365,39.33375,0,,,,,0,,,,,
Chateau Pedesclaux Pauillac 2020 750ml,400000023731,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,34.660000000000004,415.92,414.92,51.99,49.20937500000001,0.2956626659046168,414.92,0,414.92,0223TTL,Bordeaux Futures 2020 (AWC),415.92,34.660000000000004,59.115,49.20937500000001,0,,,,,0,,,,,
Chateau Poesia St Emilion 2020 750ml,400000023847,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,27.241666666666664,326.9,325.9,40.99,30.540625000000002,0.10801869095126043,325.9,0,325.9,0223TTA,Bordeaux Futures 2020 (AWC),326.9,27.241666666666664,44.1775,30.540625000000002,0,,,,,0,,,,,
Chateau Prieure de Blaignan,873964003086,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,9.945833333333333,119.35,118.35,14.99,14.960000000000006,0.3351715686274513,118.35,0,,0422TTL,Buyer's Select,119.35,9.945833333333333,24.521250000000006,14.960000000000006,0,,,,,0,,,,,
Contessa Annalisa Cabernet Sauvignon,855357000032,Wine,750 ml,12,The River Wine,Bellboy Corporation,,ALL,5.583333333333333,67,66,7.99,11.960000000000004,0.533166109253066,66,0,,0422TTA,Buyer's Select,67,5.583333333333333,13.789999999999994,11.960000000000004,0,,,,,0,,Yes,,,
Contessa Annalisa Pinot Grigio,792468203016,Wine,750 ml,12,The River Wine,Bellboy Corporation,,ALL,5.583333333333333,67,66,7.99,12.960000000000006,0.5691872427983541,66,0,,0222TTB,Buyer's Select,67,5.583333333333333,14.990000000000004,12.960000000000006,0,,,,,0,,Yes,,,
Contessa Asti 750ml,8003030878122,Wine,750 ml,12,The River Wine,Bellboy Corporation,,All,5.87,70.44,69.44,8.99,11.960000000000004,0.5091973244147159,69.44,0,,1021TTF,Buyer's Select,70.44,5.87,13.789999999999994,11.960000000000004,0,,,,,0,,Yes,,,
Contessa Carino Bianco,816805021405,Wine,750 ml,12,The River Wine,Bellboy Corporation,,ALL,5.2749999999999995,63.3,62.3,7.99,11.960000000000004,0.5589464882943146,62.3,0,,1021TTA,Buyer's Select,63.3,5.2749999999999995,14.189999999999996,11.960000000000004,0,,,,,0,,Yes,,,
Contessa Carino Grande,816805021696,Wine,750 ml,12,The River Wine,Bellboy Corporation,,ALL,7.041666666666667,84.5,83.5,9.99,11.960000000000004,0.41123188405797123,83.5,0,,1021TTB,Buyer's Select,84.5,7.041666666666667,14.589999999999998,11.960000000000004,0,,,,,0,,Yes,,,
Contessa Moscato Gold,792468203078,Wine,750 ml,12,The River Wine,Bellboy Corporation,,ALL,6.484999999999999,77.82,76.82,9.99,12.897500000000004,0.49718937778639294,76.82,0,,1021TTD,Buyer's Select,77.82,6.484999999999999,14.990000000000004,12.897500000000004,0,,,,,0,,Yes,,,
Contessa Silver Sky Rose,792468203030,Wine,750 ml,12,The River Wine,Bellboy Corporation,,ALL,7.16,85.92,84.92,10.99,12.960000000000006,0.44753086419753113,84.92,0,,1021TTC,Buyer's Select,85.92,7.16,14.990000000000004,12.960000000000006,0,,,,,0,,Yes,,,
Dacci Prosecco 750ml,816805021948,Wine,750ml,12,The River Wine,Bellboy Corporation,,All,10.375,124.5,123.5,14.99,19.96,0.4802104208416834,123.5,0,,1125TTD,Buyer's Select,124.5,10.375,23.990000000000006,19.96,0,,,,,0,,,,,
Gen 5 Ancestral Red,859481003884,Wine,750 ml,12,Vino Del Sol,Bellboy Corporation,,All,6.75,81,88,10.99,,0.38580527752502275,80,0,80,1380104,CASE 1,81,6.75,,,,,,,,,,,,,
Gerstacker Gluhwein,080368998003,Wine,Ltr,12,Marussia,Bellboy Corporation,,All,6.916666666666667,83,82,9.99,,0.307640974307641,82,0,,2250105,,83,6.916666666666667,,,,,,,,,,,,,
Ironside Cabernet 2016,810879020135,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,ALL,6.083333333333333,73,82,9.99,14.960000000000006,0.5933600713012479,72,0, ,2990264,Buyer's Select,73,6.083333333333333,17.990000000000002,14.960000000000006,0,,,,,0,,,,,
"Ironside Chardonnay
",810879024911,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,ALL,10.780833333333334,129.37,128.37,15.99,15.960000000000006,0.3245091896407688,128.37,0,,2991844,Buyer's Select,129.37,10.780833333333334,18.990000000000002,15.960000000000006,0,,,,,0,,,,,
"Ironside Reserve Pinot Noir
",810879020876,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,ALL,7.736666666666667,92.84,116.84,14.99,17.960000000000004,0.5692279138827023,91.84,0, ,2990624,Buyer's Select,92.84,7.736666666666667,21.990000000000006,17.960000000000004,0,,,,,0,,,,,
JC Calvet Brut Cremant de Bordeaux 750ml,873964004403,Wine,750ml,12,Aquitaine CRU,Bellboy Corporation,,ALL,13.413333333333334,160.96,159.96,19.99,,0.328997832249458,159.96,0,,1121TTA,Buyer's Select,160.96,13.413333333333334,27.990000000000006,22.959999999999997,0,,,,,0,,,,,
La Cle de la Femme Brut 750ml,810879020470,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,23.416666666666668,281,280,34.99,39.96,0.4139973306639973,280,0,,2994054,Buyer's Select,281,23.416666666666668,49.615,39.96,0,,,,,0,,,,,
La Cle de La Femme Rose 750ml,810879026786,Wine,750 ml,12,Latitude,Bellboy Corporation,,All,28.916666666666668,347,346,42.99,42.143125000000005,0.31384616905683516,346,0,,2994044,Buyer's Select,347,28.916666666666668,53.24,42.143125000000005,0,,,,,0,,,,,
La Clef du Recit Menetou Salon 750ml,3760057930039,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,13.479999999999999,161.76,160.76,19.99,16.82875,0.1989898239619699,160.76,0,160.76,0923TTA,Buyer's Select,161.76,13.479999999999999,23.802500000000006,16.82875,0,,,,,0,,,,,
La Clef du Recit Sancerre 750ml,3760057930015,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,16.44333333333333,197.32,196.32,24.99,24.95624999999999,0.3411136154937806,196.32,0,196.32,0923TTB,Buyer's Select,197.32,16.44333333333333,33.39625,24.95624999999999,0,,,,,0,,,,,
La Freynelle Blanc 750ml,873964000054,Wine,750ML,12,Aquitaine,Bellboy Corporation,,,10.183333333333334,122.2,121.2,14.99,,0.320658216588837,121.2,0,,0326TTA,Buyer's Select,122.2,10.183333333333334,23.990000000000006,19.96,0,,,,,0,,,,,
La Freynelle Cabernet 750ml,873964001617,Wine,750ML,12,Aquitaine,Bellboy Corporation,,,11.333333333333334,136,135,16.99,,0.3329409456543064,135,0,,0326TTB,Buyer's Select,136,11.333333333333334,25.990000000000006,21.959999999999997,0,,,,,0,,,,,
La Princesse de Malijay 750ml,873964004229,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,8.393333333333333,100.72,99.72,11.99,14.435000000000004,0.41854289343032003,99.72,0,99.72,0123TTG,Buyer's Select,100.72,8.393333333333333,20.115000000000002,14.435000000000004,0,,,,,0,,,,,
LaBella Pinot Grigio 750ml,632974001648,Wine,750 ml,12,NW Beverages,Bellboy Corporation,,All,5.083333333333333,61,72,8.99,7.457499999999998,0.3183595932506424,60,0,60,1121004,case 1,61,5.083333333333333,9.052499999999998,7.457499999999998,0,,,,,4,,,,,
Lafite Rothschild 2022 750ml,400000025414,Wine,750ml,6,Aquitaine,Bellboy Corporation,,All,113.18666666666667,679.12,4719.38,1179.99,,0.9040782831492922,678.12,0,,1125TTA,4719.38 (what we paid + tariffs),679.12,113.18666666666667,1199.9900000000002,999.9599999999996,0,,,,,0,,,,,
"Laroque Cabernet Franc, Cite de Carcassonne 750ml",873964001167,Wine,750ml,12,Aquitaine CRU,Bellboy Corporation,,ALL,7.583333333333333,91,90,10.99,15.960000000000006,0.5248538011695908,90,0,,0123TTD,Buyer's Select,91,7.583333333333333,18.990000000000002,15.960000000000006,0,,,,,0,,,,,
Laroque Chardonnay 750ml,873964001914,Wine,750ML,12,Aquitaine,Bellboy Corporation,, ,8.383333333333333,100.6,99.6,11.99,14.960000000000006,0.4396167557932266,99.6,0,,0326TTC,Buyer's Select,100.6,8.383333333333333,17.490000000000002,14.960000000000006,0,,,,,0,,,,,
"Laroque Pinot Noir, Cite de Carcassonne 750ml",873964001907,Wine,750ml,12,Aquitaine CRU,Bellboy Corporation,,ALL,8.483333333333333,101.8,100.8,12.99,14.960000000000006,0.432932263814617,100.8,0, ,0326TTD,Buyer's Select,101.8,8.483333333333333,17.490000000000002,14.960000000000006,0,,,,,0,,,,,
Le Clarence Haut Brion Pessac-Leognan 2020 750ml,400000023762,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,143.42666666666665,860.56,859.56,214.99,209.96,0.31688575601701924,859.56,0,859.56,0223TTO,Bordeaux Futures 2020 (AWC),860.56,143.42666666666665,250.1149999999999,209.96,0,,,,,0,,,,,
Le Fou de Malijay 750ml,3760190893239,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,11.403333333333334,68.42,67.42,16.99,0,0,67.42,0,67.42,0123TTF,Buyer's Select,68.42,11.403333333333334,23.990000000000006,0,12.202666666666667,,,,,0,,,,,
Lenz Moser Gruner Veltliner,080368851117,Wine,750 ml,12,Marussia,Bellboy Corporation,,All,8.083333333333334,97,96,11.99,,0.3258270781206561,96,0,,1060035,3cs = $96 chain wide,97,8.083333333333334,,,,,,,,,,,,,
Leoville Poyferre 2022 750ml,400000025415,Wine,750ml,12,Aquitaine,Bellboy Corporation,,All,29.093333333333334,349.12,1492.25,186.99,,0.84441235716705,348.12,0,,1125TTB,1492.25 (what we paid + tariffs),349.12,29.093333333333334,194.98999999999995,161.96,0,,,,,0,,,,,
Les Ailes de Paloumey,873964004502,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,11.228333333333333,134.74,133.74,16.99,18.2075,0.38331273742505373,133.74,0,,0422TTI,Buyer's Select,134.74,11.228333333333333,24.240000000000006,18.2075,0,,,,,0,,,,,
Libretto Merlot,400000005959,Wine,750 ml,12,Airfield,Bellboy Corporation,,ALL,5.596666666666667,67.16,66.16,7.99,9.960000000000004,0.4380856760374835,66.16,0,,0320TTC,Buyer's Select,67.16,5.596666666666667,11.49,9.960000000000004,0,,,,,0,,,,,
Libretto Riesling,400000008271,Wine,750 ml,12,Airfield,Bellboy Corporation,,ALL,4.903333333333333,58.84,57.84,6.99,0,0,57.84,0,,0620TTA,Buyer's Select,58.84,4.903333333333333,14.990000000000004,0,0,,,,,0,,,,,
Libretto Sweet Riesling,400000008288,Wine,750 ml,12,Airfield,Bellboy Corporation,,ALL,4.903333333333333,58.84,57.84,6.99,7.959999999999997,0.38400335008375186,57.84,0,,0620TTB,Buyer's Select,58.84,4.903333333333333,14.990000000000004,7.959999999999997,0,,,,,0,,,,,
Luzy & Macarez Alta Terra Chardonnay 750ml,850052364342,Wine,750ml,12,Colorado Drinks,Bellboy Corporation,,All,9.541666666666666,114.5,113.5,13.99,,0.31796521324755783,113.5,0,,0425TTB,Buyer's Select,114.5,9.541666666666666,24.990000000000006,19.96,0,,,,,0,,,,,
Luzy & Macarez Alta Terra Pinot Noir 750ml,850052364359,Wine,750ml,12,Colorado Drinks,Bellboy Corporation,,All,10.166666666666666,122,121,14.99,,0.3217700689348455,121,0,,0425TTA,Buyer's Select,122,10.166666666666666,24.990000000000006,19.96,0,,,,,0,,,,,
Lynch Bages 2022 750ml,400000025416,Wine,750ml,12,Aquitaine,Bellboy Corporation,,All,32.56333333333333,390.76,1817.09,226.99,,0.856542872666931,389.76,0,,1125TTC,1817.09 (what we paid + tariffs),390.76,32.56333333333333,227.9899999999999,189.96,0,,,,,0,,,,,
Mosketto Bianco,851241001796,Wine,750 ml,12,Mack & Schuhle,Bellboy Corporation,,All,7.416666666666667,89,88,10.99,,0.32514407036700027,88,0,88,1772604,CASE 1,89,7.416666666666667,,,,,,,,,,,,,
Notebook Red Blend 750ml,080960330027,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,7.75,93,136,16.99,14.646875000000005,0.4708768935353106,92,0, ,1145014,Buyer's Select,93,7.75,17.490000000000002,14.646875000000005,0,,,,,15,,,,,
Paxis Red Blend,5600312192049,Wine,750ml,12,Tri-Vin,Bellboy Corporation,,All,7.083333333333333,85,88,10.99,,0.35547467394601157,84,0,84,1670134,CASE 1,85,7.083333333333333,,,,,,,,,,,,,
Readers Cabernet Sauvignon 750ml,080960100644,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,11.5,138,208,25.99,19.835,0.42021678850516764,137, , ,1146004,Buyer's Select,138,11.5,23.990000000000006,19.835,0,,,,,16,,,,,
Readers Chardonnay 750ml,080960000074,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,8.583333333333334,103,144,17.99,15.960000000000006,0.4621971595655808,102, , ,1146014,Buyer's Select,103,8.583333333333334,18.990000000000002,15.960000000000006,0,,,,,16,,,,,
Readers Merlot 750ml,080960100651,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,11.5,138,208,25.99,19.96,0.4238476953907816,137, , ,1146024,Buyer's Select,138,11.5,24.740000000000006,19.96,0,,,,,12,,,,,
Readers Riesling 750ml,080960100682,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,7.75,93,136,16.99,15.960000000000006,0.5144110275689225,92,0,,1146054,Buyer's Select,93,7.75,18.990000000000002,15.960000000000006,0,,,,,16,,,,,
Readers Sauvignon Blanc 750ml,080960100675,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,8.583333333333334,103,144,17.99,15.960000000000006,0.4621971595655808,102, , ,1146044,Buyer's Select,103,8.583333333333334,18.990000000000002,15.960000000000006,0,,,,,16,,,,,
Readers Syrah 750ml,080960100668,Wine,750 ml,12,J BOOKWALTER,Bellboy Corporation,,All,11.5,138,208,25.99,19.96,0.4238476953907816,137, , ,1146034,Buyer's Select,138,11.5,23.990000000000006,19.96,0,,,,,9,,,,,
Reciente Rioja Reserva 750ml,8411423604300,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,9.083333333333334,109,108,13.99,17.772500000000004,0.4889107703849581,108,0,,0723TTB,Buyer's Select,109,9.083333333333334,20.771250000000002,17.772500000000004,0,,,,,0,,,,,
Redwood Pinot Noir 750ml,081054614443,Wine,750ml,12,BRONCO WINE CO,Bellboy Corporation,,All ,2.25,27,80,9.99,,0.7747747747747747,26,0,26,1143104,PALLET BUY (60CS),27,2.25,8.989999999999998,7.959999999999997,0,,,,,0,,,,,
Senor Sangria Red 750ml,857674005004,Wine,750 ml,12,Senor Sangria,Bellboy Corporation,,All,8.083333333333334,97,96,11.99,11.709375000000003,0.30966995818877335,96,0,96,2873004,,97,8.083333333333334,15.440000000000001,11.709375000000003,0,,,,,1,,,,,
Senor Sangria White 750ml,857674005028,Wine,750 ml,12,Senor Sangria,Bellboy Corporation,,All,8.083333333333334,97,96,11.99,11.646875000000005,0.30596547714873473,96,0,96,2873014,,97,8.083333333333334,15.440000000000001,11.646875000000005,0,,,,,2,,,,,
Suspense Cab Franc 750ml,080960000906,Wine,750 ml,6,J BOOKWALTER,Bellboy Corporation,,All,33.5,201,240,59.99,,0.44157359559926657,200,0,,1147034,,201,33.5,56.99,47.52062500000001,0,,,,,0,,,,,
Tassin Blanc de Blancs Brut 750ml,850052364106,Wine,750 ml,6,Colorado Beverage,Bellboy Corporation,,All,29.416666666666668,176.5,175.5,43.99,45.269375000000004,0.35018615417891974,175.5,0, ,1023TTB,Buyer's Select,176.5,29.416666666666668,59.99,45.269375000000004,0,,,,,0,,,,,
Tassin Cuvee Excellence Brut 750ml,850052364113,Wine,750 ml,6,Colorado Beverage,Bellboy Corporation,,All,30.708333333333332,184.25,183.25,45.99,44.706250000000004,0.313108718952421,183.25,0, ,1023TTA,Buyer's Select,184.25,30.708333333333332,59.99,44.706250000000004,0,,,,,0,,,,,
Three Lakes Black Cab,761919300024,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,13.960000000000006,0.3732091690544415,104, ,104,3230184,Cs 1,105,8.75,15.990000000000004,13.960000000000006,0,,,,,1,,,,,
Three Lakes Blackberry,761919750065,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104, ,104,3230134,Cs 1,105,8.75,15.990000000000004,13.960000000000006,0,,,,,0,,,,,
Three Lakes Blueberry,761919750195,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104, ,104,3230104,Cs 1,105,8.75,15.990000000000004,13.960000000000006,0,,,,,0,,,,,
Three Lakes Cran/Raspberry,761919750027,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230114,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Cranberry Cherry,761919750256,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230204,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Cranberry Pomegranate,761919750287,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230214,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Cranberry Rhubarb,761919750188,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230124,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Elderberry,761919750157,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230164,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Old Glory,761919750225,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230144,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Strawberry,761919750072,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230234,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Strawberry Rhubarb,761919750133,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230244,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Winery Cabin Blend,761919750317,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230224,Cs 1,105,8.75,,,,,,,,,,,,,
Three Lakes Wisconsin Cranberry,761919750010,Wine,750 ml,12,Three Lakes Winery,Bellboy Corporation,,All,8.75,105,120,14.99,,0.4162775183455637,104,0,104,3230154,Cs 1,105,8.75,,,,,,,,,,,,,
Tutela Chianti DOCG 750ml,763955572588,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,8.416666666666666,101,100,12.99,15.960000000000006,0.4726399331662492,100,0,,0723TTA,Buyer's Select,101,8.416666666666666,18.990000000000002,15.960000000000006,0,,,,,0,,,,,
Tutela Prosecco 750ml,763955572168,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,8.083333333333334,97,96,11.99,14.960000000000006,0.45967023172905547,96,0,,0723TTC,Buyer's Select,97,8.083333333333334,17.490000000000002,14.960000000000006,0,,,,,0,,,,,
Tutela Valpolicella 750ml,763955572144,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,8.083333333333334,97,96,11.99,14.45625,0.4408416198299467,96,0,,0723TTD,Buyer's Select,97,8.083333333333334,18.990000000000002,14.45625,0,,,,,0,,,,,
Twin Suns Cabernet 750ml,855357000872,Wine,750ml,12,The River Wine,Bellboy Corporation,,All,7.5,90,89,10.99,14.960000000000006,0.4986631016042783,89,0,,1218TTA,Buyer's Select,90,7.5,17.490000000000002,14.960000000000006,0,,,,,0,,Yes,,,
Twin Suns Chardonnay 750ml,855357000629,Wine,750ml,12,The River Wine,Bellboy Corporation,,All,7.6175,91.41,90.41,10.99,14.333750000000004,0.4685619604081278,90.41,0,,1218TTC,Buyer's Select,91.41,7.6175,17.490000000000002,14.333750000000004,0,,,,,0,,Yes,,,
Vina Palaciega Cava Brut 750ml,763955703715,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,7.083333333333333,85,84,10.99,14.960000000000006,0.5265151515151517,84,0,84,1693004,Buyer's Select,85,7.083333333333333,17.490000000000002,14.960000000000006,0,,,,,0,,,,,
