Product Description,Product UPC,Department,Category (for markup),Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net Unit Cost,Net Case Cost,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Item Number,Avg Retail,Avg Club,Avg Sale,Competitor Pricing,Markup %,Invoice Price,Neilson,Total Wine,Cub,Color
DEKUYPER PUCKER ISL PUNCH SCH 30,080686340201,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,186693,,,,,0.3,80,,,,
DEKUYPER PUCKER RASPBERRY SCHN 30,080686398202,Liquor,Schnapps,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,97867,13.99,0,0,,0.3,80,,,,
DEKUYPER PUCKER SOUR APPLE SCH PET,80686395607,Liquor,,375ml,24,Beam/Suntory,Southern Wine & Spirits, ,ALL,4.354166666666667,104.5,103.7,5.99,,0.2730940456316082,103.7,103.7,141466,,,,,0.5,103.7,,,,
DEKUYPER PUCKER SOUR APPLE SCHN 30,080686395201,Liquor,Schnapps,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,11.96,0.43701226309921964,80,80,14983,13.99,11.96,0,,0.3,80,,,,
DEKUYPER PUCKER WATERMELON SCHN 30,080686396208,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,49357,,,,,0.3,80,,,,
DEKUYPER RAZZMATAZZ SCHNAPPS 33,080686356202,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,293371,,,,,0.3,80,,,,
DEKUYPER ROOT BEER SCHN 40,080686347019,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,230939,,,,,0.3,80,,,,
DEKUYPER SLOE GIN 40,080686360018,Liquor,Gin,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,7.629166666666666,91.55,109.75,11.99,,0.363705865999444,90.75,90.75,157618,14.99,0,0,,0.3,90.75,,,,
Dekuyper Sour Apple Pucker,080686395430,Liquor,Schnapps,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.7250000000000005,80.7,96.9,9.99,,0.3268268268268268,79.9,96.9,55550,12.49,10.96,0,,0.3,79.9,,,,
Dekuyper Triple Sec 1.75L,080686381129,Liquor,Cordials,1.75L,6,,Southern Wine & Spirits,,ALL,11.375,68.25,67.45,14.99,,0.24116077384923285,67.45,,993,16.99,0,0,,0.3,67.45,,,,
DEKUYPER TRIPLE SEC 30 PET,80686381129,Liquor,Cordials,1.75L,6,Beam/Suntory,Southern Wine & Spirits,,ALL,9.708333333333334,58.25,78.75,8.99,,-0.07990359658880242,57.45,57.45,186131,16.99,12.96,0,,0.3,57.45,,,,
DEKUYPER TRIPLE SEC 48,08068636408,Liquor,Cordials,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,5.685,68.22,89.9,9.99,8.96,0.36551339285714296,67.42,67.42,25186,11.49,9.96,0,,0.3,67.42,656,8.49,9.99,
DEKUYPER TRIPLE SEC 48,080686310143,Liquor,Cordials,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,5.545833333333333,66.55,84.75,8.99,9.96,0.4431894243641232,65.75,65.75,905299,11.49,9.96,0,,0.3,65.75,,,,
DEKUYPER TRIPLE SEC 48 PET,080686363620,Liquor,Cordials,375ml,24,Beam/Suntory,Southern Wine & Spirits,,ALL,3.4,81.6,89.8,4.99,5.96,0.42953020134228187,80.8,80.8,407361,6.49,5.96,0,,0.5,80.8,,,,
Dekuyper Watermelon Pucker Traveler,080686396437,Liquor,Schnapps,Traveler,12,,Southern Wine & Spirits,,ALL,6.7250000000000005,80.7,79.9,8.99,,0.2519466073414905,79.9,,994,11.99,9.96,0,,0.3,79.9,,,,
DEL MAGUEY CREMA DE MEZCAL 80,618397020015,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,ALL,30.835000000000004,185.01000000000002,193.45,41.99,,0.2656584901166944,184.21,184.21,894937,,,,,0.3,184.21,,,,0
DEL MAGUEY MEZCAL ALBARRADAS SD 96,618397960014,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,ALL,57.13333333333333,342.8,342,73.99,,0.227823579763031,342,342,894931,,,,,0.3,342,,,,0
DEL MAGUEY MEZCAL LAS MILPAS 92,618397201902,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,ALL,57.13333333333333,342.8,342,73.99,,0.227823579763031,342,342,951395,,,,,0.3,342,,,,0
DEL MAGUEY MEZCAL SAN LUIS RIO 94,618397950015,Liquor,Agave,750ml,6,Pernod,Southern Wine & Spirits, ,ALL,79.625,477.75,476.95,102.99,,0.22686668608602772,476.95,476.95,894942,102.99,94.96,0,,0.3,476.95,,,,0
DEL MAGUEY MEZCAL VIDA 84,618397200929,Liquor,Agave,750ml,6,Pernod,Southern Wine & Spirits, ,ALL,30.133333333333336,180.8,193.45,41.99,37.96,0.22374429223744288,180,180,291742,41.99,37.96,0,,0.3,180,,,,0
DeLeon Anejo Tequila 750ml,082000791966,Liquor,,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,37.59166666666667,451.1,477,51.99,,0.27694428415720973,450,477,1078762,,,,,0.3,450,,,,
DeLeon Blanco,082000791973,Liquor,Agave,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,30.05,360.6,379,40.99,39.96,0.247997997997998,359.5,379,000024864,49.99,39.96,0,,0.3,359.5,,,,
DeLeon Reposado Tequila 750ml,82000791980,Liquor,,750ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,33.84166666666667,406.1,432,46.99,,0.27981130737036247,405,432,1311465,,,,,0.3,405,,,,
Denizen Merchant's Reserve 8yr Rum,898498001049,Liquor,Rum,750ml,6,Hotaling,Vinocopia,No Current Deals,ALL,28.041666666666668,168.25,166.75,35.99,39.99,0.298783029090606,166.75,166.75,58712,39.99,0,0,,0.3,166.75,,,,
Derrumbes Durango Mexcal 750ml,708747152845,Liquor,,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,30.183333333333334,181.1,180,38.99,,0.225869881166111,180,180,1369867,,,,,0.3,180,,,,
Derrumbes Oaxaca Mezcal 750ml,503018755004,Liquor,,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,45.18333333333334,271.1,270,58.99,,0.2340509690908063,270,270,1264454,,,,,0.3,270,,,,
Derrumbes San Luis Potosi Mezcal 750ml,708747152838,Liquor,,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,37.68333333333333,226.1,225,48.99,,0.2307954004218549,225,225,1384286,,,,,0.3,225,,,,
Dewar's White Label Scotch,080480230005,Liquor,Whisky/Whiskey,1.75L,6,BACARDI USA INC,Bellboy Corporation, ,ALL,24.991666666666664,149.95,199,35.99,29.86,0.16303862469301192,148.95,148.95,8065919,34.99,29.86,0,5.130000000000003,0.3,148.95,79,27.99,34.99,
Dewar's White Label Scotch,080480230012,Liquor,Whisky/Whiskey,Liter,12,BACARDI USA INC,Bellboy Corporation,,ALL,21,252,251,26.99,,0.22193404964801774,251,251,8065915,29.99,25.96,0,,0.3,251,483,24.99,24.99,
Dewar's White Label Scotch,080480230074,Liquor,Whisky/Whiskey,50ml,120,BACARDI USA INC,Bellboy Corporation, ,ALL,0.675,81,89,0.99,,0.3181818181818181,80,80,8065928,2.99,0,0,,0.5,80,,,,
DEWARS BLENDED SCO 12YR 80,080480231026,Liquor,Whisky/Whiskey,750ml,12,BACARDI USA INC,Southern Wine & Spirits, ,ALL,23.49,281.88,323.91,34.99,,0.3286653329522722,281.08,281.08,589751,35.99,29.96,0,,0.3,281.08,,,,
DEWARS BLENDED SCO 12YR 80,080480231019,Liquor,,Liter,6,BACARDI USA INC,Southern Wine & Spirits, ,FEBRUARY|MARCH|JUNE|AUGUST|SEPTEMBER|DECEMBER,22.8,136.8,166,35.99,,0.3664906918588497,136,148.27,196890,,,,,0.3,136,,,,
DEWARS BLENDED SCO 8YR CARIBBEAN80,080480984519,Liquor,Whisky/Whiskey,750ml,6,BACARDI USA INC,Southern Wine & Spirits, ,ALL,21.60666666666667,129.64000000000001,139.45,29.99,,0.2795376236523284,128.84,128.84,937987,31.99,28.96,0,,0.3,128.84,,,,
DEWARS BLENDED SCO MIZUNARA 8YR 80,080480987183,Liquor,,750ml,6,BACARDI USA INC,Southern Wine & Spirits, ,ALL,21.60666666666667,129.64000000000001,139.45,29.99,,0.2795376236523284,128.84,128.84,989655,,,,,0.3,128.84,,,,
DEWARS BLENDED SCO PORT SMOO 8YR80,080480986063,Liquor,,750ml,6,BACARDI USA INC,Southern Wine & Spirits, ,ALL,21.60666666666667,129.64000000000001,139.45,29.99,,0.2795376236523284,128.84,128.84,977293,,,,,0.3,128.84,,,,
DEWARS WHITE LABEL 80,080480230005,Liquor,Whisky/Whiskey,1.75L,6,BACARDI USA INC,Southern Wine & Spirits,,FEBRUARY|MARCH|JUNE|AUGUST|SEPTEMBER|DECEMBER,26.633333333333336,159.8,202.5,35.99,29.86,0.12201384237553017,159,170.5,20172,34.99,29.86,0,5.130000000000003,0.3,159,79,27.99,34.99,
DEWARS WHITE LABEL 80,080480230012,Liquor,Whisky/Whiskey,Liter,12,BACARDI USA INC,Southern Wine & Spirits, ,FEBRUARY|MARCH|JUNE|AUGUST|SEPTEMBER|DECEMBER,18.191666666666666,218.3,247.5,26.99,25.96,0.30726759116589625,217.5,221.56,19307,29.99,25.96,0,,0.3,217.5,483,24.99,24.99,
DEWARS WHITE LABEL 80,080480230029,Liquor,Whisky/Whiskey,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,FEBRUARY|MARCH|JUNE|AUGUST|SEPTEMBER|DECEMBER,16.145833333333332,193.75,224.95,23.99,21.96,0.27424863387978143,192.95,198.48,19315,24.99,21.96,0,,0.3,192.95,,,,
DEWARS WHITE LABEL 80 12/10PK PET,080480230074,Liquor,Whisky/Whiskey,50ml,120,BACARDI USA INC,Southern Wine & Spirits, ,ALL,1.34,160.8,160,1.99,,0.3266331658291457,160,160,913808,2.99,0,0,,0.5,160,,,,
DEWARS WHITE LABEL 80 FLASK,080480230036,Liquor,Whisky/Whiskey,375ml,24,BACARDI USA INC,Southern Wine & Spirits, ,FEBRUARY|MARCH|JUNE|AUGUST|SEPTEMBER|DECEMBER,8.851666666666667,212.44,233,12.99,,0.3185783936361304,211.64,211.64,108291,15.99,12.96,0,,0.5,211.64,,,,
DI AMORE AMARETTO 42,082928399824,Liquor,,750ml,12,Sazerac,Southern Wine & Spirits, ,ALL,9.233333333333333,110.8,114,11.99,,0.22991381706978045,110,110,5706,,,,,0.3,110,,,,
DI AMORE GRAN ORANGE 80,82928012778,Liquor,,750ml,12,Sazerac,Southern Wine & Spirits,,ALL,12.070833333333335,144.85000000000002,153,16.99,,0.2895330586619579,144.05,144.05,324342,,,,,0.3,144.05,,,,
DI AMORE QUATTRO ORANGE 80,82928400155,Liquor,,750ml,12,Sazerac,Southern Wine & Spirits, ,ALL,10.987500000000002,131.85000000000002,140,14.99,,0.26701134089392914,131.05,131.05,310285,,,,,0.3,131.05,,,,
DI AMORE RASPBERRY 33,082928278051,Liquor,,750ml,12,Sazerac,Southern Wine & Spirits, ,ALL,9.233333333333333,110.8,114,11.99,,0.22991381706978045,110,110,24077,,,,,0.3,110,,,,
Dimple Pinch 15 Yr,08811549,Liquor,Whisky/Whiskey,750ml,12,Diageo,Bellboy Corporation,,ALL,23.083333333333332,277,276,29.99,,0.23029898855173947,276,276,8079114,29.99,0,0,,0.3,276,,,,
DINGLE GIN ORIGINAL POT STILL 85,087229206086,liquor,Gin,700ml,6,Hotaling,Southern Wine & Spirits,,ALL,30.133333333333336,180.8,180,38.99,,0.22715226126357183,180,180,535008,39.99,0,0,,0.3,180,,,,
Diplomatico Mantuano 750ml,5099873027219,Liquor,Rum,750ml,6,,Johnson Brothers Liquor Co,,ALL,21.183333333333334,127.1,126,26.99,,0.21514141039891313,126,126,001318287,29.99,0,0,,0.3,126,,,,
Dirty Monkey Banana/PB Whiskey,850008153365,Liquor,Whisky/Whiskey,750ml,12,,Phillips Wine & Spirits,Case 1,ALL,17.341666666666665,208.1,234,24.99,,0.30605575563558757,207,,1983427,29.99,24.96,0,,0.3,207,,,,
Dirty Monkey Banana/PB Whiskey,850008153389,Liquor,,50ml,120,,Phillips Wine & Spirits,Case 1,ALL,1.0508333333333333,126.1,167,1.99,,0.47194304857621444,125,,1451766,,,,,0.5,125,,,,
DIRTY SHIRLEY CHERRY VANILLA 6/4PK CAN,860007263392,Liquor,RTD,12oz,6,COUNTRY LUAU SPIRITS,Southern Wine & Spirits,,ALL,7.633333333333333,45.8,67.5,14.99,,0.4907716255281299,45,58.5,623551,12.49,10.96,0,,0.3,45,,,,
DIRTY SHIRLEY CLASSIC 6/4PK CAN,860006744656,Liquor,RTD,12oz,6,COUNTRY LUAU SPIRITS,Southern Wine & Spirits,,ALL,7.633333333333333,45.8,67.5,14.99,,0.4907716255281299,45,58.5,623554,14.99,10.96,0,,0.3,45,,,,
DIRTY SHIRLEY EX DIRTY 6/4PK CAN,860010710500,Liquor,RTD,12oz,6,COUNTRY LUAU SPIRITS,Southern Wine & Spirits,,ALL,9.133333333333333,54.8,72,15.99,,0.4288096727121118,54,63,623552,16.99,12.96,0,,0.3,54,,,,
Disaronno Amaretto,050037014501,Liquor,Cordials,750ml,12,BACARDI USA INC,Bellboy Corporation,10 case deal--can be split,ALL,21.095833333333335,253.15,269.9,37.99,31.96,0.339930120984564,252,252,6264514,38.99,31.96,0,0.029999999999997584,0.3,252,182,29.99,31.99,
Disaronno Amaretto,50037014235,Liquor,,Liter,6,DISARONNO INTERNATIONAL,Breakthru Beverage,3 case deal on one invoice,ALL,29.441666666666666,176.65,198,42.99,,0.3151508102659534,175.5,,9256193,,,,,0.3,175.5,323,36.99,X,
Disaronno Amaretto,50037016420,Liquor,,1.75L,6,DISARONNO INTERNATIONAL,Breakthru Beverage, ,ALL,46.68333333333333,280.09999999999997,278.95,59.99,,0.22181474690226158,278.95,,46425,,,,,0.3,278.95,544,67.99,X,
Disaronno Amaretto,050037014501,Liquor,Cordials,750ml,12,DISARONNO INTERNATIONAL,Breakthru Beverage,3 case deal on one invoice,ALL,21.837499999999995,262.04999999999995,269.9,37.99,31.96,0.3167240300375471,260.9,,46441,38.99,31.96,0,0.029999999999997584,0.3,260.9,182,29.99,31.99,
Disaronno Amaretto,050037014518,Liquor,,375ml,12,DISARONNO INTERNATIONAL,Breakthru Beverage,,ALL,15.839166666666669,190.07000000000002,188.92000000000002,19.99,,0.20764548941137217,188.92000000000002,,46458,,,,,0.5,188.92000000000002,,,,
Disaronno Velvet Cream Liqueur,50037597752,Liquor,,750ml,12,DISARONNO INTERNATIONAL,Breakthru Beverage,3 case deal on one invoice,ALL,21.837499999999995,262.04999999999995,278.9,29.99,,0.27184061353784605,260.9,,9419847,,,,,0.3,260.9,,,,
Disaronno Velvet Cream Liqueur,50037397079,Liquor,Cordials,375ml,12,DISARONNO INTERNATIONAL,Breakthru Beverage,,ALL,15.839166666666666,190.07,188.92,19.99,,0.20764548941137234,188.92,,9617069,21.99,0,0,,0.5,188.92,,,,
Dole Pineapple Juice,038900008086,Misc,Mixes,46oz,12,Dole Packaged Foods,Bellboy Corporation, ,ALL,4.4525,53.43,58.25,5.99,,0.2566777963272121,52.43,52.43,JUIDP46,4.99,0,0,,0.3,52.43,,,,
Dole Pineapple Juice,038900009472,Misc,,6pk 12oz can,8,Dole Packaged Foods,Bellboy Corporation, ,ALL,6.00375,48.03,52.25,7.99,,0.24859198998748436,47.03,47.03,JUIDP6,,,,,0.3,47.03,,,,
Dolin Blanc Vermouth,3274510003821,Liquor,Vermouth,750ml,12,Haus Alpenz,Libation Project,Case 1,ALL,12.916666666666666,155,160,21.99,17.96,0.2808092056421678,152,,50123,21.99,17.96,0,,0.3,152,,,,0
Dolin Dry Vermouth,3274510003791,Liquor,Vermouth,750ml,12,Haus Alpenz,Libation Project,Case 1,ALL,12.916666666666666,155,160,21.99,17.96,0.2808092056421678,152,,50120,21.99,17.96,0,,0.3,152,284,17.99,X,0
Dolin Dry Vermouth,3274510003807,Liquor,Vermouth,375ml,12,Libation Project,Libation Project,Case 1,ALL,9.583333333333334,115,116,15.99,12.96,0.26054526748971196,112,,50122,16.99,13.96,0,,0.5,112,552,13.99,X,0
Dolin Genepy Le Chamois,3274510003616,Liquor,Cordials,750ml,12,Libation Project,Libation Project,Case 1,ALL,25.75,309,312,42.99,35.96,0.28392658509454954,306,,50087,42.99,35.96,0,,0.3,306,,,,0
Dolin Rouge Vermouth,3274510003814,Liquor,Vermouth,750ml,12,Haus Alpenz,Libation Project,Case 1,ALL,12.916666666666666,155,160,21.99,17.96,0.2808092056421678,152,,50125,21.99,17.96,0,,0.3,152,,,,0
Dolin Rouge Vermouth,3274510003906,Liquor,Vermouth,375ml,12,Libation Project,Libation Project,Case 1,ALL,9.583333333333334,115,116,15.99,12.96,0.26054526748971196,112,,50124,16.99,13.96,0,,0.5,112,,,,0
DOM B&B 80,080480545406,Liquor,Cordials,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,ALL,25.74666666666667,308.96000000000004,329,35.99,34.96,0.26353928299008383,308.16,321,28784,41.99,34.96,0,,0.3,308.16,,,,
DOM B&B 80,080480545604,Liquor,Cordials,375ml,12,BACARDI USA INC,Southern Wine & Spirits, ,ALL,13.566666666666668,162.8,170,17.99,,0.24587733926255312,162,162,28785,22.99,0,0,,0.5,162,,,,
Dom B&B Liqueur,080480545406,Liquor,Cordials,750ml,12,BACARDI USA INC,Bellboy Corporation,,ALL,25.195833333333336,302.35,301.35,32.99,,0.23625846216025054,301.35,301.35,7166514,41.99,34.96,0,,0.3,301.35,,,,
Dom Benedictine,080480555405,Liquor,Cordials,750ml,12,BACARDI USA INC,Bellboy Corporation,,ALL,24.3625,292.35,291.35,31.99,,0.23843388558924658,291.35,291.35,7591404,38.99,31.96,0,,0.3,291.35,,,,
DOM BENEDICTINE 80,080480555405,Liquor,Cordials,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,ALL,25.74666666666667,308.96000000000004,329,35.99,31.96,0.194409678765123,308.16,321,28789,38.99,31.96,0,,0.3,308.16,,,,
DOM CANTON GINGER LIQ 56,793573762764,Liquor,,750ml,6,Heaven Hill,Southern Wine & Spirits, ,ALL,16.115,96.69,132.5,28.99,,0,95.89,95.89,374480,,,,,0.3,95.89,,,,
Domaine De Canton,793573762764,Liquor,,750ml,6,Dom De Canton,Bellboy Corporation,,ALL,22.166666666666668,133,132,28.99,,0.23536851787972857,132,132,7164304,,,,,0.3,132,,,,
Domaine De Canton,793573762733,Liquor,Cordials,Liter,6,Heaven Hill,Breakthru Beverage, ,ALL,32.19166666666667,193.15,192,41.99,,0.23334921012939586,192,,9092057,26.99,22.96,0,,0.3,192,,,,
Don Alberto Anejo Tequila,829782100865,Liquor,Agave,750ml,6,,Tradition Wine & Spirits,,ALL,63,378,400,86.99,84.96,0.25847457627118636,372,372,2216113501,101.99,84.96,0,,0.3,372,,,,
Don Alberto Ex Anejo Cask Finish Tequila,829782100872,Liquor,Agave,750ml,6, ,Tradition Wine & Spirits, ,ALL,108.5,651,875,189.99,145.96,0.25664565634420394,645,645,2081478806,175.99,145.96,0,,0.3,645,,,,
Don Alberto Ex Anejo Tequila,829782100001,Liquor,,750ml,6, ,Tradition Wine & Spirits, ,ALL,107.66666666666667,646,875,189.99,,0.43330350720213345,640,640,4046728487,,,,,0.3,640,,,,
Don Fulano Anejo Tequila,7416388330586,Liquor,Agave,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,68.01666666666667,408.1,407,87.99,79.96,0.1493663498415874,407,407,000026163,95.99,79.96,0,,0.3,407,,,,
Don Fulano Blanco Suave,7416388130506,Liquor,Agave,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,41.35,248.1,253,54.99,79.96,0.48286643321660827,247,247,000026160,54.99,0,0,,0.3,247,,,,
Don Fulano Fuerte 100 Proof,7416388130674,Liquor,,750ml,6,Gallo,Johnson Brothers Liquor Co, ,ALL,49.18333333333334,295.1,300,64.99,79.96,0.3849007837251958,294,294,1361369,,,,,0.3,294,,,,
Don Fulano Imperial Extra Anejo,7416388337516,Liquor,Agave,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,166.01666666666668,996.1,1000,216.99,79.96,-1.0762464565616146,995,995,000026164,219.99,199.96,0,,0.3,995,,,,
Don Fulano Reposado Tequila,7416388230596,Liquor,Agave,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,49.01666666666667,294.1,300,64.99,79.96,0.3869851592462897,293,293,000026162,64.99,0,0,,0.3,293,,,,
Don Julio 1942,088076189355,Liquor,,375ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,63.09166666666667,757.1,756,81.99,,0.23049558889295435,756,756,1492689,,,,,0.5,756,,,,
Don Julio 1942 10/SLV,08273109,Liquor,Agave,50ml,60,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,7.3516666666666675,441.1,630,17.49,12.96,0.4327417695473251,440,630,1302862,17.49,14.96,0,,0.5,440,,,,
Don Julio 1942 Anejo Tequila,400000025209,Liquor,Agave,750 ml,6,Diageo,Bellboy Corporation,Case 1,June,123.83333333333333,743,854,155.99,129.96,0.04714271057761372,742,854,8491954,155.99,129.96,0,30.03,0.3,742,86,123.99,159.99,Bellboy 7.1
Don Julio 1942 Anejo Tequila,674545001084,Liquor,Agave,1.75L,4,Diageo,Bellboy Corporation,Case 1,ALL,260.25,1041,1040,337.99,299.96,0.13238431790905447,1040,1040,8491959,329.99,299.96,0,,0.3,1040,,,,
Don Julio 1942 Anejo Tequila,674545001084,Liquor,Agave,1.75L,4,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,262.775,1051.1,1050,340.99,,0.22937622804187816,1050,1050,1446275,329.99,299.96,0,,0.3,1050,,,,
Don Julio 1942 Anejo Tequila,400000025209,Liquor,Agave,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,February|April|June|August|October|December,104.18333333333334,625.1,900,155.99,129.96,0.19834307992202732,624,900,10153,155.99,129.96,0,30.03,0.3,624,86,123.99,159.99,
Don Julio 70TH,0674545000827,Liquor,,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,All,51.61166666666667,309.67,360,77.99,,0.3382271231354446,308.57,360,18932,,,,,0.3,308.57,,,,
Don Julio 70th Anniversary,674545000827,Liquor,Agave,750ml,6,Diageo,Bellboy Corporation,,ALL,46.833333333333336,281,363,78.99,,0.4070979448875384,280,280,8491964,71.99,57.96,0,,0.3,280,,,,
Don Julio 70th Day of the Dead 750ml,674545000827,Liquor,Agave,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,44.35,266.1,360,77.99,69.96,0.36606632361349334,265,360,1336722,71.99,57.96,0,,0.3,265,,,,
Don Julio Alma Miel,082000006978,Liquor,,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,75.18333333333334,451.1,450,97.99,,0.23274483790863004,450,450,1564082,,,,,0.3,450,,,,
Don Julio Anejo,674545000605,Liquor,Agave,375ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,22.59166666666667,271.1,288,30.99,28.96,0.21990101289134434,270,288,11315,36.99,29.96,0,,0.3,270,,,,
Don Julio Anejo Tequila,674545000063,Liquor,Agave,750ml,6,Diageo,Bellboy Corporation,2cs across chain- same week,February|April|June|August|October|December,36,216,292,53.99,44.96,0.19928825622775803,215,292,8491914,54.99,44.96,0,15.030000000000001,0.3,215,110,39.99,59.99,
Don Julio Anejo Tequila,674545000612,Liquor,Agave,375ml,12,Diageo,Bellboy Corporation,case 1,ALL,23.75,285,284,30.99,,0.23362374959664403,284,284,8491912,30.99,28.96,0,,0.5,284,,,,
Don Julio Anejo Tequila,674545000643,Liquor,,1.75L,1,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,289.1,289.1,288,373.99,,0.2269846787347255,288,288,000011314,,,,,0.3,288,,,,
Don Julio Anejo Tequila,674545000063,Liquor,Agave,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1 Must hit 2 cs within month,February|April|June|August|October|December,36.016666666666666,216.1,292.5,53.99,44.96,0.198917556346382,215,292.5,60368,54.99,44.96,0,15.030000000000001,0.3,215,110,39.99,59.99,
Don Julio Blanco Tequila,674545001005,Liquor,,50ml,60,Diageo,Bellboy Corporation,case 1,ALL,3.066666666666667,184,183,3.99,,0.23141186299081035,183,183,8491928,,,,,0.5,183,,,,Bellboy 7.1
Don Julio Blanco Tequila,674545000629,Liquor,Agave,1.75L,3,Diageo,Bellboy Corporation,Buy 4cs get 1cs free across chain same week,ALL,49.666666666666664,149,185,79.99,,0.37908905279826643,185,185,8491929,94.99,79.96,0,,0.3,185,717,78.99,X,
Don Julio Blanco Tequila,674545000599,Liquor,Agave,750ml,6,Diageo,Bellboy Corporation, ,All,33.5,201,200,42.99,,0.22074901139799957,200,200,8491922,33.49,27.96,0,,0.3,200,,,,
Don Julio Blanco Tequila,674545000001,Liquor,Agave,750ml,6,Diageo,Bellboy Corporation,8cs across chain- same week,February|April|June|August|October|December,28,168,215.65,42.99,35.96,0.221357063403782,167,215.65,8491924,43.99,35.96,0,8.030000000000001,0.3,167,77,35.99,43.99,
Don Julio Blanco Tequila,674545000629,Liquor,Agave,1.75L,3,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,75.36666666666666,226.1,225,97.99,79.96,0.05744538936134735,225,225,000011317,94.99,79.96,0,,0.3,225,717,78.99,X,
Don Julio Blanco Tequila,674545000001,Liquor,Agave,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,February|April|June|August|October|December,26.183333333333334,157.1,229.5,42.99,35.96,0.27187615869484616,156,229.5,60384,43.99,35.96,0,8.030000000000001,0.3,156,77,35.99,43.99,
Don Julio Blanco Tequila,674545000599,Liquor,Agave,375ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,17.675,212.1,225,23.99,,0.26323468111713205,211,225,11316,33.49,27.96,0,,0.5,211,,,,
Don Julio Blanco Tequila,674545000025,Liquor,,50ml,120,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,1.2445833333333334,149.35,148.25,1.99,,0.37458123953098826,148.25,148.25,000022208,,,,,0.5,148.25,,,,
Don Julio Primavera,088076185500,Liquor,Agave,750ml,6,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,60.6,363.6,562.5,121.99,,0.5032379703254365,362.5,562.5,001689866,155.99,129.96,0,,0.3,362.5,,,,
Don Julio Repo Tequila,674545000421,Liquor,,50ml,60,Diageo,Bellboy Corporation,case 1,ALL,3.6,216,215,4.99,,0.2785571142284569,215,215,8491948,,,,,0.5,215,,,,Bellboy 7.1
Don Julio Repo Tequila,674545000636,Liquor,Agave,1.75L,3,Diageo,Bellboy Corporation,Buy 4cs get 1cs free across chain same week,ALL,70.2,210.6,262,113.99,,0.3841565049565751,262,262,8491949,117.99,99.96,0,,0.3,262,411,99.99,X,
Don Julio Reposado 12pk,674545000612,Liquor,Agave,375ml,12,Diageo/UBI,Phillips Wine & Spirits,Case 1,ALL,19.925,239.1,261,27.99,25.96,0.23247303543913714,238,261,1539145,30.99,28.96,0,,0.5,238,,,,
