Product Description,Product UPC,Department,Category (for markup),Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net Unit Cost,Net Case Cost,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Item Number,Avg Retail,Avg Club,Avg Sale,Competitor Pricing,Markup %,Invoice Price,Neilson,Total Wine,Cub,Color
Lobos 1707 Tequila Reposado 750ml,816136027909,Liquor,Agave,750ml,6,,Southern Wine & Spirits,,ALL,0.13333333333333333,0.8,,-0.01,,14.333333333333334,,,550222,47.99,39.95,0,,0.3,0,,,,
LONG DRINK CKTL CRANBERRY 11 CAN6P,860272001484,Liquor,RTD,6pk 12oz can,4,LONKERO DBA THE LONG DRINK COM,Southern Wine & Spirits, ,February|March|May|June|July|September|November,10.424999999999999,41.699999999999996,60,19.99,16.96,0.38531839622641517,40.9,45,956995,19.99,16.96,0,,0.75,40.9,671,15.99,14.99,
LONG DRINK CKTL PEACH 11 CAN 4/6PK,860007994111,Liquor,,6pk 12oz can,4,LONKERO DBA THE LONG DRINK COM,Southern Wine & Spirits, ,February|March|May|June|July|September|November,10.424999999999999,41.699999999999996,60,19.99,,0.4784892446223112,40.9,,585470,,,,,0.3,40.9,,,,
LONG DRINK CKTL STRONG 17 CAN 4/6P,860272001477,Liquor,RTD,6pk 12oz can,4,LONKERO DBA THE LONG DRINK COM,Southern Wine & Spirits, ,February|March|May|June|July|September|November,10.424999999999999,41.699999999999996,66,20.99,19.96,0.47770541082164336,40.9,51,956992,23.99,19.96,0,,0.3,40.9,,,,
LONG DRINK CKTL TRAD 11 CAN 4/6P,860272001446,Liquor,RTD,6pk 12oz can,4,LONKERO DBA THE LONG DRINK COM,Southern Wine & Spirits, ,February|March|May|June|July|September|November,10.424999999999999,41.699999999999996,60,19.99,16.96,0.38531839622641517,40.9,45,985044,19.99,16.96,0,,0.3,40.9,380,15.99,14.99,
LONG DRINK CKTL ZERO 10 CAN 4/6P,860272001439,Liquor,RTD,6pk 12oz can,4,LONKERO DBA THE LONG DRINK COM,Southern Wine & Spirits, ,February|March|May|June|July|September|November,10.424999999999999,41.699999999999996,60,19.99,16.96,0.38531839622641517,40.9,45,985046,19.99,16.96,0,,0.75,40.9,541,15.99,14.99,
Longrow Peated Cask Strength,610854011789,Liquor,Whisky/Whiskey,700ml,6,Pacific Edge,New France Wine,Allocated,ALL,82.08333333333333,492.5,490,105.99,,0.2255558700506337,490,,LongrowCask,119.99,101.96,0,,0.3,490,,,,
Loon Lac Coeur Coffee,019962669811,Liquor,Cordials,375ml,12,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,12.541666666666666,150.5,168,17.99,17.96,0.3016889383815888,168,168,8330902,20.99,17.96,0,,0.5,168,,,,
Loon Lac Coeur Ginger,019962670114,Liquor,Cordials,375ml,12,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,12.541666666666666,150.5,168,17.99,17.96,0.3016889383815888,168,168,8330932,20.99,17.96,0,,0.5,168,,,,
Loon Lac Coeur Ginger,644216998005,Liquor,,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,20.083333333333332,120.5,138,29.99,,0.33033233299988884,138,138,8330434,,,,,0.3,138,,,,
Loon Liquor Co Old Fasioned,787790209645,Liquor,Pre-Mix,750ml,6,Loon Liquor Co,Bellboy Corporation,1 cs free on 9cs-single invoice,ALL,16.066666666666666,96.4,106,22.99,24.96,0.3563034188034188,106,106,8331004,29.99,24.96,0,,0.3,106,552,24.99,22.99,
Loon Liquor Lac Coeur Cinnamon,019962670312,Liquor,Cordials,375ml,12,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,12.541666666666666,150.5,168,17.99,,0.3028534370946822,168,168,8330912,19.99,17.96,0,,0.5,168,,,,
Loon Liquors Cosmopolitan 750ml,732388689002,Liquor,Pre-Mix,750ml,6,Loon Liquor Co,Bellboy Corporation,1 cs free on 9cs-single invoice,ALL,16.066666666666666,96.4,106,22.99,,0.30114542554733936,106,106,8331014,26.99,22.96,0,,0.3,106,,,,
Loon Liquors Lemondrop 750ml,732388688906,Liquor,Pre-Mix,750ml,6,Loon Liquor Co,Bellboy Corporation,1 cs free on 9cs-single invoice,ALL,16.066666666666666,96.4,106,22.99,,0.30114542554733936,106,106,8331024,26.99,22.96,0,,0.3,106,,,,
Loonman Aquavit,787790209041,Liquor,Cordials,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,16.023809523809522,96.14285714285714,111,23.99,22.96,0.3020988883358222,111,111,8330714,26.99,22.96,0,,0.75,111,,,,
Loonman Gin,787790208945,Liquor,Gin,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,16.023809523809522,96.14285714285714,111,23.99,22.96,0.3020988883358222,111,111,8330734,26.99,22.96,0,,0.75,111,,,,
Loonman New World Gin,787790209348,Liquor,Gin,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,16.023809523809522,96.14285714285714,111,23.99,,0.33206296274241254,111,111,8330744,25.99,22.96,0,,0.75,111,,,,
Loonman Rum,787790208846,Liquor,Rum,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,16.023809523809522,96.14285714285714,111,23.99,22.96,0.3020988883358222,111,111,8330724,26.99,22.96,0,,0.3,111,,,,
Loonman Vodka,787790208747,Liquor,Vodka,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,16.023809523809522,96.14285714285714,111,23.99,22.96,0.3020988883358222,111,111,8330704,26.99,22.96,0,,0.3,111,,,,
Loonshine White Whiskey,713757982801,Liquor,Whisky/Whiskey,750ml,6,Loon Liquor Co,Bellboy Corporation,1 on 6 - Aquavit is free goods,ALL,16.023809523809522,96.14285714285714,111,23.99,22.96,0.3020988883358222,111,111,8330804,25.99,22.96,0,,0.75,111,,,,
Lord Calvert Canadian,088352129341,Liquor,Whisky/Whiskey,1.75L,6,Luxco,Bellboy Corporation, ,ALL,13.013888888888888,78.08333333333333,92.5,19.99,17.96,0.2753959415986143,92.5,92.5,6875119,21.99,17.96,0,,0.3,92.5,,,,
Lord Calvert Canadian,088352129600,Liquor,Whisky/Whiskey,Liter,12,Luxco,Bellboy Corporation,,ALL,10.875,130.5,129.5,13.99,,0.22265904217298071,129.5,129.5,6875115,16.99,14.96,0,,0.3,129.5,,,,
Lord Calvert Canadian,088352129600,Liquor,Whisky/Whiskey,Liter,12,Constellation,Phillips Wine & Spirits,Case 1,ALL,10.883333333333333,130.6,144,15.99,,0.3193662705857828,129.5,,ZZZ18217,16.99,14.96,0,,0.75,129.5,,,,
LORD CALVERT CANADIAN 80,088352129600,Liquor,Whisky/Whiskey,Liter,12,Luxco,Southern Wine & Spirits,,ALL,10.816666666666668,129.8,138,14.99,,0.2784078274405158,129,129,361672,16.99,14.96,0,,0.3,129,,,,
LORD CALVERT CANADIAN 80 PET,088352129341,Liquor,Whisky/Whiskey,1.75L,6,Luxco,Southern Wine & Spirits, ,ALL,12.508333333333333,75.05,93,19.99,,0.37427046856761714,74.25,88.5,361677,21.99,17.96,0,,0.3,74.25,,,,
Lord Calvert Canadian Whiskey,088352129341,Liquor,Whisky/Whiskey,1.75L,6,Luxco,Vinocopia, ,ALL,13.75,82.5,90,19.99,,0.31215607803901946,81,81,54496,21.99,17.96,0,,0.3,81,,,,
Lord Calvert Canadian Whiskey,088352129600,Liquor,Whisky/Whiskey,Liter,12,Luxco,Vinocopia,,ALL,11.291666666666666,135.5,147.5,15.99,,0.29382947675630605,134,134,54491,16.99,14.96,0,,0.3,134,,,,
Los Azulejos Reposado Tequila,081240750818,Liquor,,750ml,6,Mexcor,Phillips Wine & Spirits,Case 1,ALL,67.18333333333334,403.1,420,90.99,,0.2616404733120855,402,,000022380,,,,,0.75,402,,,,
Los Nahuales Reposado Mezcal,871952000222,Liquor,,750ml,6,Mexcor,Phillips Wine & Spirits,Case 1,ALL,45.18333333333334,271.1,300,64.99,,0.30476483561573564,270,,001220924,,,,,0.3,270,,,,
Lost Superior Old Fashioned Cocktail,650270730468,Liquor,Whisky/Whiskey,750ml,6,Lost Superior,Bellboy Corporation,,ALL,26.166666666666668,157,156,33.99,,0.23016573502010396,156,156,8342004,35.99,0,0,,0.3,156,,,,
Lost Superior Whiskey Northern Cocktail,650270730468,Liquor,Whisky/Whiskey,750ml,6,LOST SUPERIOR,Breakthru Beverage,,ALL,26.441666666666666,158.65,157.5,33.99,,0.2220751201333726,157.5,,9389949,35.99,0,0,,0.3,157.5,,,,
Louis XIII,087236001605,Liquor,Brandy,750ml,1,Remy Cointreau,Bellboy Corporation,,ALL,3781,3781,3780,4913.99,3999.96,0.054740547405474065,3780,3780,6987914,4999.99,3999.96,0,,0.3,3780,,,,
LOUISAS LIQ COFFEE CARAMEL PECAN40,602938786584,Liquor,Cordials,750ml,6,Constellation,Southern Wine & Spirits,,ALL,20.633333333333333,123.8,135,28.99,,0.2882603196504542,123,123,954188,24.99,0,0,,0.3,123,,,,
Lovejoy's Bloody Mary Mix LBMM,860005044801,Misc,Mixes,25oz,12,AMCS,Am Craft Spirits,1 on 10,ALL,9.795454545454545,117.54545454545455,140,14.99,,0.3465340530050337,126,126,LBMM978,18.99,13.96,0,,0.3,126,,,,
Lovejoy's Bloody Mary Mix LBMM,860005044801,Misc,Mixes,750ml,12,Love Joy,Johnson Brothers Liquor Co,1 on 10,ALL,9.628787878787879,115.54545454545455,132,13.99,,0.3117378213875712,126,126,1537590,18.99,13.96,0,,0.3,126,,,,
Lovejoy's Burn Yo Face Hot Sauce,860005044825,Misc,Condiments,5oz,12,AMCS,Am Craft Spirits,,ALL,6.25,75,80,8.99,8.96,0.3024553571428572,72,72,LBYF985,9.99,8.96,0,,0.3,72,,,,
Lovejoy's Tai Basil Bloody Mary Mix,760354961210,Misc,Mixes,25oz,12,AMCS,Am Craft Spirits,1 on 10,ALL,9.795454545454545,117.54545454545455,140,14.99,13.96,0.2983198749674395,126,126,LBMM210,15.99,13.96,0,,0.3,126,,,,
Lovejoy's Tai Basil Bloody Mary Mix,760354961210,Misc,Mixes,750ml,12,Love Joy ,Johnson Brothers Liquor Co,1 on 10,ALL,9.628787878787879,115.54545454545455,132,13.99,13.96,0.3102587479378311,126,126,1864434,15.99,13.96,0,,0.3,126,,,,
Lovejoys Chimichuri Bloody Mary Mix,TBD,Misc,,750ml,12,Love Joy,Johnson Brothers Liquor Co,1 on 10. item 1537590 Lovejoy's Bloody Mary Mix LBMM Free Good,ALL,9.628787878787879,115.54545454545455,132,13.99,,0.3117378213875712,126,126,1779157,,,,,0.3,126,,,,
Lovejoys Original Bloody Mary Mix,760354961029,Misc,,Gallon,4,Love Joy,Johnson Brothers Liquor Co,1 on 10. item 1537590 Lovejoy's Bloody Mary Mix LBMM Free Good,ALL,25.1,100.4,112,35.99,,0.30258405112531256,112,112,1594471,,,,,0.3,112,,,,
Lovejoys Thai Basil Bloody Mary Mix,760354961227,Misc,,Gallon,4,Love Joy,Johnson Brothers Liquor Co,1 on 10. item 1537590 Lovejoy's Bloody Mary Mix LBMM Free Good,ALL,25.1,100.4,112,35.99,,0.30258405112531256,112,112,1468575,,,,,0.3,112,,,,
Loyal 9 Ice Tea Lemonade,082000799931,Liquor,RTD,4pk 12oz can,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,ALL,8.483333333333333,50.9,58.5,12.99,11.96,0.29069119286510603,49.8,58.5,001902905,13.79,11.96,0,,0.3,49.8,,,,
Loyal 9 Lemonade,082000799894,Liquor,RTD,4pk 12oz can,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,ALL,8.483333333333333,50.9,58.5,12.99,11.96,0.29069119286510603,49.8,58.5,001178243,13.79,11.96,0,,0.3,49.8,,,,
Loyal 9 Mixed Berry Lemonade,082000799917,Liquor,RTD,4pk 12oz can,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,ALL,8.483333333333333,50.9,58.5,12.99,11.96,0.29069119286510603,49.8,58.5,001399105,13.79,11.96,0,,0.3,49.8,,,,
Loyal 9 Watermelon Lemonade,082000799955,Liquor,RTD,4pk 12oz can,6,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,ALL,8.483333333333333,50.9,58.5,12.99,11.96,0.29069119286510603,49.8,58.5,001433677,13.79,11.96,0,,0.3,49.8,,,,
LUCID ABSINTHE SUPERIEURE 124,094922677365,Liquor,,750ml,6,HOOD RIVER DISTILLERS,Southern Wine & Spirits,,ALL,52.63333333333333,315.8,324,69.99,,0.24798780778206406,315,315,410222,,,,,0.3,315,,,,
Lucky One Lemonade Variety 8pk,085000040768,Liquor,Pre-Mix,8pk 12oz can,3,Gallo,Johnson Brothers Liquor Co,Deep Net,June|July|August,14.366666666666667,43.1,63,21.99,18.96,0.24226441631504925,42,45,1462649,21.99,0,0,,0.3,42,,,,
Lucky Ones Sweet Tea  Vodka Variety 8pk 12oz can,085000042052,Liquor,Pre-Mix,8pk 12oz can,3,Gallo,Johnson Brothers Liquor Co,Deep Net,February|March|May|August,13.966666666666667,41.9,63,22.99,18.96,0.2633614627285514,45,54,1427341,22.99,18.96,0,,0.3,45,,,,0
Lucky Ones Sweet Tea Vodka Half & Half 4pk 12oz can,085000042090,Liquor,Pre-Mix,4pk Can,6,Gallo,Johnson Brothers Liquor Co,Deep Net,February|March|May|August,7.666666666666667,46,63,12.99,10.96,0.3004866180048662,47,54,1459520,12.99,10.96,0,,0.3,47,,,,0
Lucky Ones Sweet Tea Vodka Original 4pk 12oz can,085000042076,Liquor,Pre-Mix,4pk Can,6,Gallo,Johnson Brothers Liquor Co,Deep Net,February|March|May|August,7.666666666666667,46,63,12.99,10.96,0.3004866180048662,47,54,1416904,12.99,10.96,0,,0.3,47,,,,0
Lucky Ones Sweet Tea Vodka Peach 4pk 12oz can,085000042137,Liquor,Pre-Mix,4pk Can,6,Gallo,Johnson Brothers Liquor Co,Deep Net,February|March|May|August,7.666666666666667,46,63,12.99,10.96,0.3004866180048662,47,54,1371253,12.99,10.96,0,,0.3,47,,,,0
Lucky Ones Sweet Tea Vodka Raspberry 4pk 12oz cans,085000042113,Liquor,Pre-Mix,4pk Can,6,Gallo,Johnson Brothers Liquor Co,Deep Net,February|March|May|August,7.666666666666667,46,63,12.99,10.96,0.3004866180048662,47,54,1798655,12.99,10.96,0,,0.3,47,,,,0
Luksusowa Potato Vodka,630328000385,Liquor,Vodka,Liter,12,W.J. Deutsch,Bellboy Corporation, ,ALL,13.833333333333334,166,165,17.99,,0.23105428942004808,165,165,8571725,16.99,0,0,,0.3,165,,,,
Luksusowa Potato Vodka,630328000392,Liquor,Vodka,1.75L,6,W.J. Deutsch,Bellboy Corporation,"3 cs  -across chain, same week",ALL,20.166666666666668,121,125,26.99,25.96,0.22316384180790957,120,120,8571719,28.99,24.96,0,,0.3,120,243,24.99,24.99,
Luksusowa Potato Vodka,630328000378,Liquor,,750ml,12,Deutsch,Phillips Wine & Spirits,Case 1,ALL,11.341666666666667,136.1,144,15.99,,0.29070252240983946,135,0,000859318,,,,,0.3,135,,,,
Luksusowa Potato Vodka,630328000385,Liquor,Vodka,Liter,12,Deutsch,Phillips Wine & Spirits,Case 1,ALL,12.091666666666667,145.1,160,16.99,,0.28830684716499894,144,,000859324,16.99,0,0,,0.3,144,,,,
Luksusowa Potato Vodka,630328000392,Liquor,Vodka,1.75L,6,Deutsch,Phillips Wine & Spirits,Case 1,ALL,19.724999999999998,118.35,132,28.99,,0.319592963090721,117.25,,000859321,28.99,24.96,0,,0.3,117.25,243,24.99,24.99,
LUNAZUL TEQ ANEJO 80,096749908585,Liquor,Agave,750ml,6,Heaven Hill,Southern Wine & Spirits, ,ALL,13.626666666666665,81.75999999999999,121.46,25.99,,0.4756957804283699,80.96,80.96,166401,21.99,17.96,0,,0.3,80.96,,,,
LUNAZUL TEQ BLANCO 80,96749001361,Liquor,,375ml,12,Heaven Hill,Southern Wine & Spirits, ,ALL,7.208333333333333,86.5,121.41,12.99,,0.44508596356171415,85.7,85.7,418679,,,,,0.5,85.7,,,,
LUNAZUL TEQ BLANCO 80 SQUARE,096749908028,Liquor,Agave,Liter,12,Heaven Hill,Southern Wine & Spirits, ,ALL,15.379166666666668,184.55,225,23.99,19.96,0.2462007348029392,183.75,189,186580,23.99,19.96,0,,0.3,183.75,,,,
LUNAZUL TEQ REPOSADO 80 SQUARE,096749908011,Liquor,Agave,Liter,12,Heaven Hill,Southern Wine & Spirits, ,ALL,15.379166666666668,184.55,225,23.99,19.96,0.2462007348029392,183.75,189,186639,23.99,19.96,0,,0.75,183.75,417,19.99,24.99,
LUXARDO APERTIVO SPRITZ,087229131036,Liquor,RTD,4pk 250ml can,6,Hotaling,Southern Wine & Spirits,Case 1,ALL,13.633333333333333,81.8,90,19.99,16.96,0.19614779874213845,81,81,510025,19.99,16.96,0,,0.3,81,,,,
Luxardo Cherry Liqueur,087229020033,Liquor,,750ml,12,Hotaling,Breakthru Beverage, ,ALL,28.09583333333333,337.15,336,35.99,,0.21934333611188303,336,,9201260,,,,,0.3,336,,,,
Luxardo Maraschino,087229127817,Liquor,Cordials,375ml,12,Hotaling,Vinocopia,No Current Deals,ALL,22.6875,272.25,294.75,31.99,,0.29079399812441387,270.75, ,59824,21.99,0,0,,0.5,270.75,,,,Vinocopia 7.1
Luxardo Maraschino,086891026237,Liquor,Cordials,750ml,6,Hotaling,Vinocopia,No Current Deals,ALL,31.083333333333332,186.5,185,39.99,,0.2227223472534801,185, ,59822,41.99,34.96,0,,0.3,185,,,,Vinocopia 7.1
Luxardo Maraschino,086891026237,Liquor,Cordials,750ml,6,Hotaling,Bellboy Corporation, ,ALL,25.166666666666668,151,298,64.99,,0.6127609375801404,150,298,8293754,41.99,34.96,0,,0.3,150,,,,
Luxardo Maraschino,086891026237,Liquor,Cordials,750ml,12,Hotaling,Breakthru Beverage, ,ALL,37.59583333333333,451.15,450,48.99,,0.232581479213445,450,,9200014,41.99,34.96,0,,0.3,450,,,,
LUXARDO MARASCHINO 64,086891026237,Liquor,Cordials,750ml,6,Hotaling,Southern Wine & Spirits, ,ALL,28.633333333333336,171.8,189,40.99,34.96,0.18096872616323412,171,171,17257,41.99,34.96,0,,0.3,171,,,,0
Luxardo Maraschino Cherries,187229127289,Misc,Condiments,12oz,12,Hotaling,Bellboy Corporation,5 Case One Invoice,ALL,13.166666666666666,158,169.95,17.99,19.96,0.3403473613894456,157,157,7274050,23.99,19.96,0,,0.3,157,,,,
Luxardo Maraschino Cherries,187229127289,Misc,Condiments,12oz,12,Hotaling,Breakthru Beverage, ,ALL,20.345833333333335,244.15,243,25.99,,0.2171668590483518,243,,9201269,23.99,19.96,0,,0.3,243,,,,
Lyre's Almalfi Spritz,9354596006290,Misc,,4pk 12oz can,6,Lyre's,Breakthru Beverage,5cs purchase in a month,ALL,9.858333333333333,59.15,62,12.99,,0.2410828842699513,58,62,9672258,,,,,0.3,58,,,,0
Lyre's Gin and Tonic,9354596001967,Misc,,4pk 12oz can,6,Lyre's,Breakthru Beverage,5cs purchase in a month,ALL,9.858333333333333,59.15,62,12.99,,0.2410828842699513,58,62,9672259,,,,,0.3,58,,,,0
Lyre's Sparkling Classico,9354596000328,Misc,,4pk 12oz can,6,Lyre's,Breakthru Beverage,5cs purchase in a month,ALL,9.858333333333333,59.15,62,12.99,,0.2410828842699513,58,62,9672257,,,,,0.3,58,,,,0
Macallan 12 Yr Sherry Oak,812066020553,Liquor,Whisky/Whiskey,750ml,12,Remy Cointreau,Bellboy Corporation, ,ALL,73.5,882,881,94.99,79.96,0.08079039519759873,881,881,8164014,95.99,79.96,0,,0.3,881,240,79.99,94.99,
Macallan 12 Yr Sherry Oak,812066020553,Liquor,Whisky/Whiskey,750ml,12,EDRINGTON USA,Breakthru Beverage,case 1,ALL,75.09583333333333,901.15,900,97.99,,0.23363778616865666,900, ,9047048,95.99,79.96,0,,0.3,900,240,79.99,94.99,
Macallan 25 Yr Scotch,812066020607,Liquor,Whisky/Whiskey,750ml,3,EDRINGTON USA,Breakthru Beverage,,ALL,2062.883333333333,6188.65,6187.5,2680.99,1999.96,-0.03146229591258484,6187.5,,9313138,2499.99,1999.96,0,,0.3,6187.5,,,,
Macallan Classic Cut,812066024698,Liquor,Whisky/Whiskey,750ml,12,EDRINGTON USA,Breakthru Beverage,,ALL,105.09583333333335,1261.15,1260,136.99,124.96,0.15896420187793414,1260,,9649630,139.99,124.96,0,,0.3,1260,,,,
Macallan Double Cask 12yr,812066021598,Liquor,Whisky/Whiskey,750ml,12,EDRINGTON USA,Breakthru Beverage,case 1,ALL,63.84583333333333,766.15,765,75.99,62.96,-0.014069779754341337,765, ,9234321,77.99,62.96,0,22.029999999999994,0.3,765,129,58.99,84.99,
Macallan Double Cask 15yr,812066023066,Liquor,,750ml,12,THE EDRINGTON GROUP,Breakthru Beverage,case 1,ALL,135.09583333333333,1621.15,1620,175.99,139.96,0.03475397732685536,1620,,9445784,,,,,0.3,1620,632,156.99,X,
Macallan Double Cask 18yr Scotch,812066023387,Liquor,Whisky/Whiskey,750ml,6,EDRINGTON USA,Breakthru Beverage,,ALL,285.19166666666666,1711.15,1710,370.99,349.96,0.18507353221320527,1710,,9445786,399.99,349.96,0,,0.3,1710,,,,
Macallan Double Wood ,812066021598,Liquor,Whisky/Whiskey,750ml,12,Remy Cointreau,Bellboy Corporation, ,ALL,58,696,695,75.99,62.96,0.07878017789072428,695,695,8164034,77.99,62.96,0,22.029999999999994,0.3,695,129,63.99,84.99,
Madison Avenue Limoncello,895412001062,Liquor,Cordials,750ml,6,Libation Project,Libation Project,Case 1,ALL,22.5,135,138,29.99,,0.24974991663887958,132,,90014,29.99,0,0,,0.3,132,,,,
Madison Avenue Limoncello,895412001062,Liquor,Cordials,750ml,6,45th Parallel,Vinocopia, ,ALL,22.041666666666668,132.25,130.75,27.99,,0.21251637489579603,130.75,,59112,29.99,0,0,,0.3,130.75,,,,
Madison Avenue Orangecello,895412001086,Liquor,Cordials,750ml,6,Libation Project,Libation Project,Case 1,ALL,22.166666666666668,133,136,28.99,,0.23536851787972857,130,,90015,29.99,0,0,,0.3,130,,,,
Madison Avenue Orangecello,895412001086,Liquor,Cordials,750ml,6,45th Parallel,Vinocopia, ,ALL,22.041666666666668,132.25,130.75,27.99,,0.21251637489579603,130.75,,59122,29.99,0,0,,0.3,130.75,,,,
Maestro Dobel Anejo,811538012294,Liquor,Agave,750ml,6,Proximo,Johnson Brothers Liquor Co,Buy 3cs get 1cs Diamante Free,ALL,33.35,200.1,256.5,55.99,39.96,0.1654154154154154,256.5,,000024858,54.99,44.96,0,,0.3,256.5,,,,
Maestro Dobel Diamante,811538012034,Liquor,Agave,750ml,6,Proximo,Johnson Brothers Liquor Co,Buy 3cs get 1cs Diamante Free,ALL,28.933333333333334,173.6,230,49.99,34.96,0.17238749046529367,230, ,000021245,45.99,37.96,0,,0.3,230,,,,
Maestro Dobel Reposado,811538012911,Liquor,Agave,750ml,6,Proximo,Johnson Brothers Liquor Co,Buy 3cs get 1cs Diamante Free,ALL,30.349999999999998,182.1,238.5,51.99,37.96,0.20047418335089576,238.5, ,000024859,46.99,38.96,0,,0.3,238.5,464,49.99,42.99,
Maestro Dobel Silver,811538012300,Liquor,Agave,750ml,6,Proximo,Johnson Brothers Liquor Co,Buy 3cs get 1cs Diamante Free,ALL,22.916666666666668,137.5,193.9,41.99,,0.45423513534968646,193.9,,000024857,41.99,37.96,0,,0.3,193.9,,,,
Major Peters Blend Mary Tapatio Mix 32oz,018959754530,Liquor,,32oz,12,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,5.066666666666666,60.8,60,6.99,,0.2751549833094898,60,60,953203,,,,,0.3,60,,,,
Major Peters Bloody Mary Mix Works 1.0L,024400478078,Liquor,,Liter,12,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,4.3999999999999995,52.8,52,5.99,,0.2654424040066779,52,52,66435,,,,,0.3,52,,,,
Major Peters Hot & Spicy Bloody Mary 32oz,018959754660,Liquor,,32oz,12,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,4.009166666666666,48.11,60,6.99,,0.42644253695755846,47.31,54,965816,,,,,0.3,47.31,,,,
Major Peters Lime Juice 1L,024400477804,Liquor,,Liter,6,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,4.925,29.55,36,7.99,,0.38360450563204007,28.75,30,77714,,,,,0.3,28.75,,,,
Major Peters Margarita Mix 64 oz,024400401182,Liquor,,64oz,6,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,7.156666666666666,42.94,42.14,8.99,,0.20393029291805717,42.14,42.14,36091,,,,,0.3,42.14,,,,
Major Peters Margarita Mix PET 1.75L,018959754868,Liquor,Mixes,1.75L,6,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,6.623333333333332,39.739999999999995,52,10.99,,0.39733090688504713,38.94,46,966035,8.99,0,0,,0.3,38.94,,,,
Major Peters Sweet & Sour RTU 1L,024400477705,Liquor,,Liter,12,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,3.3425,40.11,52,5.99,,0.44198664440734564,39.31,44.75,36110,,,,,0.3,39.31,,,,
Major Peters The Works Bloody Mary 32oz,018959754677,Liquor,,32oz,12,ARCOBASSO FOODS INC,Southern Wine & Spirits,,ALL,4.009166666666666,48.11,60,6.99,,0.42644253695755846,47.31,54,965817,,,,,0.3,47.31,,,,
Maker's Mark Bourbon Cask Strength,085246500354,Liquor,Whisky/Whiskey,750ml,6,Beam/Suntory,Bellboy Corporation,,ALL,32.800000000000004,196.8,196,41.99,,0.21886163372231476,196,196,639430,56.99,0,0,,0.3,196,,,,
Maker's Mark Bourbon Cellar Aged 119.3 750ml,085246502808,Liquor,Whisky/Whiskey,750ml,3,Beam/Suntory,Southern Wine & Spirits,1 - 3PK,ALL,150.26666666666668,450.8,462.5,199.99,,0.24862909812157272,450,450,638676,9999.99,0,0,,0.3,450,,,,
Maker's Mark For The Brave Cask,085246501221,Liquor,,750ml,6,,Southern Wine & Spirits,,ALL,37.623333333333335,225.74,224.94,48.99,,0.23202014016465947,224.94,224.94,701536,,,,,0.3,224.94,,,,
MAKERS 46 BBN CASK STRENGTH 110.2,085246501535,Liquor,Whisky/Whiskey,750ml,6,Beam/Suntory,Southern Wine & Spirits, ,February|MAY|JUNE|September|November|December,46.625,279.75,309.95,66.99,24.99,-0.8657462985194079,278.95,,517689,69.99,0,0,,0.3,278.95,,,,
MAKERS 46 BOURBON 94,085246500323,Liquor,,375ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,15.983333333333334,191.8,197,20.99,21.96,0.27216150576806314,191,191,384080,,,,,0.5,191,,,,
MAKERS 46 BOURBON 94,085246500101,Liquor,Whisky/Whiskey,750ml,6,Beam/Suntory,Southern Wine & Spirits, ,ALL,26.453333333333333,158.72,210.3,45.99,34.96,0.24332570556826852,157.92,157.92,294498,41.99,34.96,0,,0.3,157.92,232,34.99,35.99,
MAKERS MARK BARREL EXPRESSION,85246502389,Liquor,,750ml,6,Beam/Suntory,Southern Wine & Spirits,,ALL,46.63333333333333,279.8,279,59.99,21.96,-1.1235579842137218,279,279,587519,,,,,0.3,279,,,,
MAKERS MARK BBN 101 LTD RLS,085246501566,Liquor,Whisky/Whiskey,750ml,6,Beam/Suntory,Southern Wine & Spirits, ,ALL,29.383333333333336,176.3,175.5,37.99,,0.22655084671404752,175.5,175.5,977297,39.99,0,0,,0.3,175.5,,,,
