Supplier,Average of Price,Average of Sale Price,Buy Month,Product Code,Average of Price A,Item Classification
Libation Project,20.990000000000002,0,,7798127721757,17.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.990000000000002,,,857151003141,0,
Southern Glazer's Wine & Spirits of MN,21.990000000000006,,,086012191110,0,
Paustis Wine,29.990000000000006,,,01302257,0,
,244.3024999999999,,,400000009469,148.83437500000002,
,245.9274999999999,,,400000009476,150.20937500000002,
,73.3025,,,853325002019,63.39687500000001,
,127.67750000000001,,,895991002160,99.58437500000002,
,16.990000000000002,,,5604235000122,0,
Oxford Street Merchants,63.365,,,185983000091,54.96000000000001,
"Maverick Beverage Co., LLC - MN",44.99,0,,185983000053,4.24375,
Oxford Street Merchants,51.99,0,,769692000124,42.96,
Oxford Street Merchants,23.990000000000006,0,,769692000308,19.96,
Oxford Street Merchants,25.990000000000006,0,,769692000100,21.959999999999997,
,60.365,,,769692005006,54.96000000000001,
Small Lot MN,18.802500000000002,0,,857098003013,15.771875000000005,
Phillips Wine & Spirits - St. Paul,11.52125,,"April, December, February, July, October",087752008454,9.960000000000004,"Barkan, Baron, Rashi 750ml"
Johnson Brothers - St. Paul,13.990000000000002,,,715826106903,0,
,16.990000000000002,,,087447619422,0,
,16.990000000000002,,,839146005408,0,
,41.99,0,,400000011172,1.809375,
"New France Wine Co, Inc",23.990000000000006,,,895616001318,21.959999999999997,
,10.99,,,848375000320,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,0,,898756001118,10.960000000000004,
,29.990000000000006,,,098709085640,0,
Libation Project,29.427500000000006,,,853868006628,24.521874999999998,
"New France Wine Co, Inc",13.789999999999994,,,189113000432,11.960000000000004,
Rue 38 LLC,17.990000000000002,14.86,,015643528835,4.10625,
Oxford Street Merchants,12.990000000000002,,,081434031488,0,
Southern Glazer's Wine & Spirits of MN,16.990000000000002,0,"January, July, June, March, May, November, September",853868006093,0,
"Maverick Beverage Co., LLC - MN",16.302500000000002,,,9419453000313,13.960000000000006,
,16.990000000000002,,,089208400324,0,
Southern Glazer's Wine & Spirits of MN,17.552500000000002,,,835655000026,14.960000000000006,
Oxford Street Merchants,5.989999999999999,0,,084279007175,4.959999999999999,Risata 187ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,0,"April, August, December, February, June, November, October",089744765505,10.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",8.989999999999998,0,"April, August, December, February, June, November, October",080516135144,7.959999999999997,
Oxford Street Merchants,17.990000000000002,,,3304020006217,0,
"Vinocopia, Inc",17.490000000000002,,,628623020917,14.960000000000006,
"Vinocopia, Inc",17.490000000000002,,,628623020931,14.960000000000006,
"Vinocopia, Inc",17.490000000000002,,,628623020924,14.960000000000006,
,16.990000000000002,,,628623020900,0,
The Wine Company,34.99,,,899166002009,0,
"New France Wine Co, Inc",31.240000000000006,,,3830041090312,26.334374999999994,
"New France Wine Co, Inc",29.990000000000006,,,094922027634,0,
Libation Project,59.99,,,400000011127,0,
"Grape Beginnings, Inc.",14.990000000000004,,,750625651315,12.960000000000006,
"Grape Beginnings, Inc.",14.990000000000004,0,,098709302808,12.960000000000006,
"Grape Beginnings, Inc.",14.990000000000004,0,,750625651117,12.960000000000006,
"Grape Beginnings, Inc.",14.990000000000004,0,,833202002509,12.960000000000006,
Southern Glazer's Wine & Spirits of MN,7.989999999999998,,,012354000650,0,
Johnson Brothers - St. Paul,9.99,,,012894101039,0,
Johnson Brothers - St. Paul,9.99,,,012894865313,0,
,11.990000000000002,,,732048002127,0,
The Wine Company,69.99,0,,012086009198,5.61875,
"New France Wine Co, Inc",115.6775,,,400000012186,79.96000000000001,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",27.990000000000006,0,,720815810129,23.959999999999997,
,14.990000000000004,,,015643529382,0,
Oxford Street Merchants,123.99,,,088076167223,102.96000000000002,
,13.990000000000002,0,,6003573000198,0,
,13.990000000000002,,,6003573000204,0,
,39.99,0,,400000009919,5.7375,
,29.990000000000006,,,400000017235,0,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,400000021607,0,
Oxford Street Merchants,26.240000000000006,0,,085000027127,22.147499999999997,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",17.990000000000002,,,012354002067,0,
,60.1775,,,080432900147,44.646875,
,19.990000000000002,,,860247001457,0,
The Wine Company,12.990000000000002,,,632823000181,0,
Southern Glazer's Wine & Spirits of MN,11.990000000000002,,,086785470009,0,
Southern Glazer's Wine & Spirits of MN,8.989999999999998,,,086785470023,0,
Southern Glazer's Wine & Spirits of MN,8.989999999999998,,,086785470030,0,
,8.989999999999998,,,086785470054,0,
Paustis Wine,16.990000000000002,,,748789705012,0,
Phillips Wine & Spirits - St. Paul,34.99,,,086368677436,0,
Oxford Street Merchants,15.990000000000004,,,8028538000769,0,
"Maverick Beverage Co., LLC - MN",18.990000000000002,,,8016947006069,0,
"Maverick Beverage Co., LLC - MN",12.990000000000002,,,850477006087,0,
,19.990000000000002,,,858543000106,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",49.99,0,,019855112004,41.96,
"Grape Beginnings, Inc.",13.990000000000002,,,859139001217,0,
,59.99,,,088254758991,0,
,14.990000000000004,,,8016861156079,0,
Small Lot MN,29.990000000000006,,,9329743003057,0,
Small Lot MN,16.990000000000002,,,9329743003637,0,
,11.990000000000002,,,086891076959,0,
,54.8025,,,013528200029,44.084375,
,122.49,,,013528700024,99.96000000000002,
Oxford Street Merchants,21.990000000000006,0,,851115002324,17.960000000000004,
"Maverick Beverage Co., LLC - MN",24.990000000000006,,,855741002277,18.712500000000002,
Libation Project,19.990000000000002,,,872061000370,0,
Paustis Wine,15.990000000000004,,,763312479574,0,
Paustis Wine,14.990000000000004,0,,739949050493,12.020625000000003,Silk & Spice 750ml
Paustis Wine,14.990000000000004,,,739949050509,12.960000000000006,Silk & Spice 750ml
,14.990000000000004,,,084002000626,0,
Southern Glazer's Wine & Spirits of MN,59.99,,,088417870379,38.46,
Southern Glazer's Wine & Spirits of MN,22.990000000000006,0,,088415780557,18.96,Simi 750ml
Southern Glazer's Wine & Spirits of MN,17.990000000000002,0,,088415784050,14.960000000000006,Simi 750ml
The Wine Company,23.990000000000006,0,,742598103007,19.96,
,9.99,,,086003005099,0,
,14.990000000000004,,,031259001081,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,,,089819011629,0,
Rue 38 LLC,34.99,,,854294004172,0,
Phillips Wine & Spirits - St. Paul,12.990000000000002,,,081308003542,0,
Johnson Brothers - St. Paul,10.99,0,,081308003498,0,
,15.990000000000004,,,739958133347,0,
Oxford Street Merchants,41.99,,,102920145125,0,
Johnson Brothers - St. Paul,18.990000000000002,,,086003266001,0,
"New France Wine Co, Inc",24.990000000000006,,,835207000023,0,
"Vinocopia, Inc",11.49,0,,022916200800,9.960000000000004,
Saint Croix Vineyards,18.990000000000002,0,,669835225349,14.957500000000003,
Saint Croix Vineyards,18.990000000000002,,,669835225219,16.208125000000003,
,269.9899999999999,,,400000001319,229.96,
,86.5525,,,400000001296,72.77062500000001,
Southern Glazer's Wine & Spirits of MN,80.9275,0,,088593700200,65.27250000000001,
,56.99,,,089819547043,0,
Johnson Brothers - St. Paul,14.990000000000004,,ALL,085000016602,12.960000000000006,Starborough Sauvignon Blanc 750ml
The Wine Company,34.99,,,089419146004,0,
,39.99,,,400000014883,0,
,35.99,0,,400000014128,1.496875,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.040000000000003,0,,087872630122,11.022500000000004,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,,087872633451,12.960000000000006,Stella Rosa
,25.990000000000006,,,55125081312,0,
"Vinocopia, Inc",13.990000000000002,,,757725018000,0,
,7.989999999999998,,,088692865183,0,
Libation Project,44.99,,,400000011820,0,
"Maverick Beverage Co., LLC - MN",31.990000000000006,0,,400000014845,1.371875,
"Maverick Beverage Co., LLC - MN",79.99,,,400000005430,0,
"New France Wine Co, Inc",59.99,,,400000010410,0,
"Tradition Wine & Spirits, LLC",20.177500000000002,,,8412766200419,17.960000000000004,
"Bourget Imports, LLC",34.115,,,867813000104,17.960000000000004,
Small Lot MN,24.990000000000006,,,858441006217,21.770625,
Phillips Wine & Spirits - St. Paul,39.615,,,819498010084,29.896874999999994,
Small Lot MN,18.990000000000002,0,,181856000090,15.960000000000006,
The Wine Company,49.99,0,,814829157827,41.96,
"Maverick Beverage Co., LLC - MN",17.990000000000002,,,859481003907,0,
,56.24,,,084692301041,49.96000000000001,
Johnson Brothers - St. Paul,6.989999999999998,,,085000035511,0,
The Wine Company,47.99,0,,814829092722,39.96,
Johnson Brothers - St. Paul,74.99,0,,400000011400,2.309375,
Paustis Wine,29.990000000000006,,,651357505061,24.959999999999997,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",21.990000000000006,,,734352141493,0,
,28.990000000000006,,,086891084657,0,
Phillips Wine & Spirits - St. Paul,14.990000000000004,,,009460000124,0,
Phillips Wine & Spirits - St. Paul,29.990000000000006,,,009460000339,0,
Small Lot MN,15.990000000000004,,,8051764721900,0,
Johnson Brothers - St. Paul,15.990000000000004,,,400000021799,0,
The Wine Company,42.1775,,,089419052060,1.559375,
,49.99,0,,400000007021,2.059375,
,37.99,,,551130822,0,
,17.990000000000002,,,530222,0,
,116.99,,,084692301140,0,
Oxford Street Merchants,19.990000000000002,0,,081753833909,16.960000000000004,The Beach Rose 750ml
,29.990000000000006,,,031259045283,0,
The Wine Company,37.99,,,089419759037,0,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,833302001600,0,
Paustis Wine,11.990000000000002,,,833302001624,0,
,10.99,,,086012802016,0,
,15.990000000000004,,,848375000535,0,
"Tradition Wine & Spirits, LLC",40.49,,,705105609461,35.519999999999996,
The Wine Company,32.8025,0,,859551001666,26.82562499999999,
"Bourget Imports, LLC",23.990000000000006,,,853076003051,19.96,
,16.990000000000002,,,720815811201,0,
Southern Glazer's Wine & Spirits of MN,55.6775,0,ALL,086003255142,45.585,
,79.99,,,504688,0,
The Wine Company,12.990000000000002,,,089419745023,0,
Libation Project,49.99,,,672975919900,0,
,10.99,,,684586001363,0,
,79.99,,,506083,64.96000000000001,
,70.99,,,506084,0,
"New France Wine Co, Inc",13.990000000000002,,,761503723864,0,
The Wine Company,16.790000000000003,,,859551001567,0.746875,
The Wine Company,17.646250000000002,,,894190055168,0.684375,
Bellboy Corporation,19.990000000000002,,,721384001550,0,
Phillips Wine & Spirits - St. Paul,24.990000000000006,,,804879474012,0,
,31.990000000000006,,,742688000131,0,
,18.990000000000002,,,742688000100,0,
"Vinocopia, Inc",19.990000000000002,0,,871752000019,16.646875000000005,Tohu Sauvignon Blanc 750ml
Johnson Brothers - St. Paul,14.990000000000004,,,086003248007,0,
,11.990000000000002,,,012086936715,0,
"Maverick Beverage Co., LLC - MN",14.990000000000004,0,,835603005417,12.960000000000006,
"New France Wine Co, Inc",29.990000000000006,,,835603007220,0,
"Maverick Beverage Co., LLC - MN",23.990000000000006,0,,835603005493,19.96,
"Maverick Beverage Co., LLC - MN",14.990000000000004,0,,835603005431,12.960000000000006,
"New France Wine Co, Inc",41.99,0,,835603005516,34.959999999999994,
"New France Wine Co, Inc",18.990000000000002,0,,835603005455,15.960000000000006,
,39.99,0,,098709087330,1.746875,
"Grape Beginnings, Inc.",17.990000000000002,,,098709087378,0,
"Maverick Beverage Co., LLC - MN",25.990000000000006,,,3413660211001,0,
,35.99,,,509529451102,0,
,19.990000000000002,,,816023010007,0,
Bellboy Corporation,17.490000000000002,,,855357000872,14.960000000000006,
Bellboy Corporation,17.490000000000002,0,,855357000629,14.333750000000004,
Bellboy Corporation,19.990000000000002,,,855357000063,0,
Southern Glazer's Wine & Spirits of MN,59.99,,,511201655126,54.96000000000001,
,45.99,,,566347,0,
Oxford Street Merchants,6.489999999999998,,,856036001098,5.959999999999998,Underwood Cans 355ml
,17.990000000000002,,,080720961089,0,
"New France Wine Co, Inc",17.990000000000002,,,695798116127,0,
,14.990000000000004,,,6002269000054,0,
Johnson Brothers - St. Paul,39.99,,,55113110818,0,
,39.99,,,852238001539,0,
,15.990000000000004,,,811093010186,0,
The Wine Company,23.990000000000006,,,748789500136,19.96,
Rue 38 LLC,7.708749999999998,,,015643499920,5.959999999999998,
The Wine Company,16.990000000000002,,,183103000020,0,
,19.990000000000002,,,700083442734,0,
,21.990000000000006,,,700083076489,0,
Johnson Brothers - St. Paul,19.990000000000002,,,085000023419,0,
Johnson Brothers - St. Paul,19.990000000000002,,,085000022092,0,
"Grape Beginnings, Inc.",26.802500000000006,,,763159120110,19.96,Vina Borgia Garnacha 3L
,9.99,,,769650715381,0,
The Wine Company,22.990000000000006,,,851937007729,0,
"Grape Beginnings, Inc.",15.990000000000004,,,098709201378,0,
Southern Glazer's Wine & Spirits of MN,52.99,,,892159000082,44.96,
The Wine Company,46.99,0,,089419003161,38.96,
The Wine Company,27.990000000000006,,,089419003017,23.959999999999997,
The Wine Company,79.99,,,089419305074,74.96000000000001,
The Wine Company,84.99,,,089419305111,0,
The Wine Company,26.990000000000006,,,089419003031,22.959999999999997,
"Maverick Beverage Co., LLC - MN",11.990000000000002,,,763955803316,0,
Libation Project,22.990000000000006,,,854803008189,0,
Libation Project,22.990000000000006,,,854803008103,0,
Southern Glazer's Wine & Spirits of MN,15.990000000000004,,,858902004639,0,
,10.99,,,858698002611,0,
Rue 38 LLC,21.990000000000006,,,819243001169,0,
,37.99,,,807239120055,0,
Johnson Brothers - St. Paul,9.99,,,083120003496,0,
The Wine Company,16.240000000000002,0,,633438000122,13.834375000000005,Wither Hills Sauvignon Blanc 750ml
Johnson Brothers - St. Paul,8.989999999999998,,,085000003311,0,
Johnson Brothers - St. Paul,8.989999999999998,,,085000025765,0,
"New France Wine Co, Inc",29.990000000000006,,,715543111327,24.959999999999997,
,16.990000000000002,,,736040011668,0,
,27.990000000000006,,,832095009305,0,
,19.990000000000002,,,850176001154,0,
Rue 38 LLC,29.990000000000006,,,612162200039,0,
Rue 38 LLC,19.521250000000002,,,612162200312,14.960000000000006,
Rue 38 LLC,29.990000000000006,,,612162200084,0,
Rue 38 LLC,19.990000000000002,,,612162200114,0,
The Wine Company,26.990000000000006,0,,747846640273,22.959999999999997,Sake One
,69.99,,,400000016153,0,
,99.99,,,400000016160,0,
"Grape Beginnings, Inc.",17.990000000000002,0,,098709420007,1.61875,
Paustis Wine,81.99,,,044956002091,0,
"Bourget Imports, LLC",17.990000000000002,,,3663852007688,0,
,15.990000000000004,,,813495010474,0,
,14.990000000000004,,,089832849544,0,
,22.990000000000006,,,8022799001008,0,
"Bourget Imports, LLC",12.990000000000002,,,890414001713,0,
Bellboy Corporation,15.990000000000004,0,,810879020883,12.960000000000006,
Bellboy Corporation,15.990000000000004,0,,894655001488,12.960000000000006,
Bellboy Corporation,15.990000000000004,0,,810879021538,12.960000000000006,
Bellboy Corporation,17.990000000000002,0,,810879021422,14.960000000000006,
Bellboy Corporation,59.99,,,400000000855,0,
,119.99,0,,3760149970028,9.36875,
Oxford Street Merchants,23.990000000000006,0,,812643020006,19.96,Allegrini Pallazzo delle Torre Veronese 750ml
"Bourget Imports, LLC",17.990000000000002,,,8032979970079,0,
The Wine Company,27.552500000000006,0,,5205243318485,2.36875,
The Wine Company,24.990000000000006,,,089419317084,0,
"Grape Beginnings, Inc.",63.99,,,098709082403,0,
Rue 38 LLC,15.990000000000004,,,015643255953,13.960000000000006,
"New France Wine Co, Inc",35.49,0,,664841009006,29.959999999999994,
Johnson Brothers - St. Paul,8.989999999999998,,,085000034323,0,Andre 750ml
Johnson Brothers - St. Paul,8.989999999999998,,,085000034347,0,Andre 750ml
,18.990000000000002,,,672321000092,0,
Libation Project,36.1775,,,672321000122,3.24375,
Libation Project,21.990000000000006,,,672321000283,0,
,9.99,,,086891083353,0,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,,,088586005459,0,
,19.990000000000002,,,3511061873467,0,
Johnson Brothers - St. Paul,9.99,,,082100179244,0,
Johnson Brothers - St. Paul,4.99,,,082100179237,0,
Johnson Brothers - St. Paul,4.99,,,082100739110,0,
Johnson Brothers - St. Paul,4.99,,,082100179022,0,
Johnson Brothers - St. Paul,4.99,,,082100179329,0,
Johnson Brothers - St. Paul,4.99,,,082100738564,0,
Johnson Brothers - St. Paul,4.99,,,082100739097,0,
Johnson Brothers - St. Paul,4.99,,,082100179015,0,
Johnson Brothers - St. Paul,4.99,,,082100739325,0,
Johnson Brothers - St. Paul,4.99,,,082100738755,0,
Johnson Brothers - St. Paul,9.99,,,082100738762,0,
Johnson Brothers - St. Paul,4.99,,,082100179084,0,
Johnson Brothers - St. Paul,9.99,,,082100179077,0,
Johnson Brothers - St. Paul,4.99,,,082100179039,0,
"Grape Beginnings, Inc.",23.990000000000006,0,,098709010116,19.96,
Libation Project,19.990000000000002,0,,8437006252874,16.960000000000004,
,24.990000000000006,,,617135733859,0,
,14.990000000000004,,,087000102705,12.960000000000006,
