Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Vendor UPC,Item Number,Net Case EO,Net Cs EO/Unit,Competitor Pricing
Nikolai Vodka,088004010423,Liquor,1.75 L,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004010423,39854,0,0,
Nikolai Vodka,088004011840,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004011840,170702,0,0,
No. 209 Gin,891811000064,Liquor,750 ml,6,VINTAGE WINE ESTATES,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN891811000064,372292,0,0,
No. 209 Vodka,891811000071,Liquor,750 ml,6,VINTAGE WINE ESTATES,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN891811000071,372290,0,0,
Nonino Amaro,086891054001,Liquor,750 ml,6,TERLATO WINES INTERNATIONAL,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN086891054001,16569,0,0,
Norseman Agave Americana,764575025096,Liquor,750ml,6,NORSEMAN DISTILLERY LLC,Breakthru Beverage, ,All,226.15,,225,37.69166666666667,48.99,,225,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC764575025096",9292747,37.69166666666667,226.15,0.23062529767979856
Northern Lights Canadian Whisk,080660391014,Liquor,1.75 L,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080660391014,2310,0,0,
Northern Lights Canadian Whisk,080660391038,Liquor,Ltr,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080660391038,2311,0,0,
Not Your Fathers Bourbon ,849806001640,Liquor,750 ml,6,PHUSION PROJECTS LLC DBA DRINK,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN849806001640,901904,0,0,
Oban 14yr Scotch,088110160050,Liquor,750 ml,12,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110160050,20965,0,0,
Ocean Organic Vodka,856695001132,Liquor,1.75 L,6,HAWAII SEA SPIRITS LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN856695001132,931044,0,0,
Old Ezra 7 YR Bourbon,088352133362,Liquor,750 ml,6,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352133362,918881,0,0,
Old Fitz 9 Yr,096749002191,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749002191,917711,0,0,
Old Fitzgerald,088076225404,Liquor,Ltr,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088076225404,1888,0,0,
Old Fitzgerald 13 yr,096749002375,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749002375,929978,0,0,
Old Fitzgerald 14yr,096749003495,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749003495,979422,0,0,
Old Fitzgerald 17yr,096749003990,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749003990,544170,0,0,
Old Fitzgerald 8yr Bonded Bourbon,096749004980,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749004980,510066,0,0,
Old Fitzgerald 9yr Bourbon,096749002948,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749002948,968537,0,0,
Old Forester 150th Anniv Batch 125.6,81128002619,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage,,All,676.1,,674.95,112.68333333333334,145.99,,674.95,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128002619",9447153,112.68333333333334,676.1,
Old Forester 150th Anniv Batch 125.6,81128002619,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,"April, June, September, December",676.1,,674.95,112.68333333333334,145.99,,674.95,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128002619",9447153,112.68333333333334,676.1,0.22814348014704205
Old Forester Birthday Bourbon,081128014681,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage,,All,647.75,,646.6,107.95833333333333,139.99,,646.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC081128014681",9656343,107.95833333333333,647.75,
OLD FORESTER BIRTHDAY BOURBON,081128002190,Liquor,750ml,3,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage,,All,647.75,,646.6,215.91666666666666,279.99,,646.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC081128002190",9331332,215.91666666666666,647.75,
Old Forester Birthday Bourbon 2021,081128002893,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage,,All,647.75,,646.6,107.95833333333333,139.99,,646.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC081128002893",9623974,107.95833333333333,647.75,
Old Forester Mint Julep,81128000752,Liquor,Liter,12,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage,,All,281.65,,280.5,23.47083333333333,29.99,,280.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128000752",9185692,23.47083333333333,281.65,
Old Forester Single Barrel,81128001087,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage,,All,203.65,,202.5,33.94166666666667,43.99,,202.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128001087",9169048,33.94166666666667,203.65,
Old Grand Dad Bourbon,080686418092,Liquor,1.75 L,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686418092,144778,0,0,
Old Heaven Hill 100pf,096749011278,Liquor,Ltr,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749011278,21451,0,0,
Old Heaven Hill Bourbon 8YR,096749011131,Liquor,1.75 L,6,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749011131,239681,0,0,
Old Heaven Hill Bourbon 8YR,096749011339,Liquor,Ltr,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749011339,239682,0,0,
Old New Orleans,651206000174,Liquor,750 ml,12,CELEBRATION DISTILLATION,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN651206000174,184987,0,0,
Old Overholt Bonded Rye,080686441014,Liquor,750 ml,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686441014,897051,0,0,
Old Pulteney 12 yr Single Malt,632070100092,Liquor,750ml,6,HOTALING & COMPANY,Breakthru Beverage, ,All,203.65,,202.5,33.94166666666667,43.99,,202.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC632070100092",9107742,33.94166666666667,203.65,0.22842312646813664
Old Pulteney 17 yr Single Malt,632070100108,Liquor,750ml,6,HOTALING & COMPANY,Breakthru Beverage, ,All,497.15,,496,82.85833333333333,106.99,,496,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC632070100108",9034484,82.85833333333333,497.15,0.22555067451786767
Old Pulteney 21 Yr Scotch,632070100115,Liquor,750ml,1,HOTALING & COMPANY,Breakthru Beverage, ,All,811.15,,810,811.15,1052.99,,810,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC632070100115",9151331,811.15,811.15,0.22966979743397375
Old Rip Van Winkle 10yr,089319123679,Liquor,750ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,240.8,0,240,80.26666666666667,103.99,,240,240,SWS Southern Glazer's Wine & Spirits of MN089319123679,325021,80.26666666666667,240.8,
Old Rip Van Winkle 10yr,089319123679,Liquor,750ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,240.8,0,240,80.26666666666667,103.99,,240,240,SWS Southern Glazer's Wine & Spirits of MN089319123679,325021,80.26666666666667,240.8,
Old Rip Van Winkle 12yr,089319123730,Liquor,750ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,248.3,0,247.5,82.76666666666667,106.99,,247.5,247.5,SWS Southern Glazer's Wine & Spirits of MN089319123730,267991,82.76666666666667,248.3,
Old Rip Van Winkle 12yr,089319123730,Liquor,750ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,248.3,0,247.5,82.76666666666667,106.99,,247.5,247.5,SWS Southern Glazer's Wine & Spirits of MN089319123730,267991,82.76666666666667,248.3,
Old Smuggler Scotch,721059531757,Liquor,1.75 L,6,SHAW ROSS INTERNATIONAL,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059531757,10860,0,0,
Old Smuggler Scotch,088320004014,Liquor,Liter,12,SHAW ROSS INTERNATIONAL,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088320004014,10861,0,0,
Old Smuggler Scotch,088320004014,Liquor,Liter,12,SHAW-ROSS IMPORTERS,Breakthru Beverage, ,All,127.15,,126,10.595833333333333,13.99,,126,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088320004014",9213558,10.595833333333333,127.15,0.2426137717417203
Old Smuggler Scotch,721059531757,Liquor,1.75 L,6,SHAW-ROSS IMPORTERS,Breakthru Beverage, ,All,115.15,,114,19.191666666666666,24.99,,114,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC721059531757",9213556,19.191666666666666,115.15,0.23202614379084963
Old Tahoe Honey Rye,039610990623,Liquor,750 ml,0,,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN039610990623,ZZZ35958,,0,
Old Tahoe Straight Rye,039610990630,Liquor,750 ml,0,,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN039610990630,ZZZ35957,,0,
Old Thompson Blended Whiskey,089000003235,Liquor,1.75 L,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN089000003235,11083,0,0,
Old Thompson Blended Whiskey,089000016488,Liquor,Liter,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN089000016488,11084,0,0,
Old Tom Gin Ransom Dark,665991040109,Liquor,750 ml,12,RANSOM SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN665991040109,149281,0,0,
OLD TUB SOUR MASH BBN 100 LTD ED,080686176022,Liquor,750ml,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,ALL,174.33,,222,14.527500000000002,23.99,,173.53,173.53,SWS Southern Glazer's Wine & Spirits of MN080686176022,973851,14.527500000000002,174.33,
Ole Smokey Moonshine Chocolate Cherries,854628006254,Liquor,750 ml,6,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN854628006254,SmokyMoonChocCherries,0,0,
Ole Smoky Lemon Drop Lightnin',856011004281,Liquor,750 ml,0,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN856011004281,ZZZ31769,,0,
Ole Smoky MS Apple Pie,856011004151,Liquor,50 ml,48,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN856011004151,000408461-1,0,0,
Ole Smoky MS Hunch Punch,854628006322,Liquor,6x50 ml,8,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN854628006322,408459,0,0,
Ole Smoky MS White Lightnin',856011004182,Liquor,50 ml,48,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN856011004182,000408460-1,0,0,
Ole Smoky Original Moonshine,793573814555,Liquor,750 ml,12,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN793573814555,153563,0,0,
Ole Smoky Peppermint,854628006476,Liquor,750 ml,6,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN854628006476,916014,0,0,
Ole Smoky Salty Watermelon,853915008520,Liquor,50 ml,40,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN853915008520,976715,0,0,
Ole Smoky Shine Nog,856011004212,Liquor,750 ml,6,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN856011004212,371075,0,0,
Ole Smoky Strawberry Lightnin',856011004298,Liquor,750 ml,0,OLE SMOKY DISTILLERY LLC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN856011004298,ZZZ31770,,0,
Olmeca Altos Plata Tequila,080432108260,Liquor,375 ml,24,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108260,354160,0,0,
Olmeca Altos Reposado Tequila,080432108307,Liquor,375 ml,24,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108307,354173,0,0,
OLMECA ALTOS TEQ PLATA 80 12/10PK,80432108543,Liquor,50ML,12,PERNOD RICARD USA,Southern Wine & Spirits,,All,328.16,0,328.17,27.346666666666668,35.99,,328.16,328.16,SWS Southern Glazer's Wine & Spirits of MN80432108543,354163,27.346666666666668,328.16,
O'Maras Irish Cream,096749960293,Liquor,1.5 L,6,QUINTESSENTIAL BRANDS/MHW LTD,Southern Wine & Spirits,,All,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749960293,31219,0,0,
On the Rocks Jalapeno Pineapple Margarit,855880008062,Liquor,100 ml,60,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN855880008062,919718,0,0,
On the Rocks Larios Aviation,855880008154,Liquor,100 ml,60,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN855880008154,918518,0,0,
On The Rocks Mai Tai ,855880008123,Liquor,100 ml,60,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN855880008123,918503,0,0,
OP Anderson Aquavit,689768605025,Liquor,750ml,1,CRILLON IMPORTERS,Breakthru Beverage, ,All,191.8,,190.65,191.8,247.99,,190.65,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC689768605025",9025760,191.8,191.8,0.2265817170047179
Owen's Grapefruit & Lime,861965000289,Misc,4 pk btl,6,,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN861965000289,1108569,0,0,
Oxley Gin,080480000486,Liquor,Liter,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480000486,265234,0,0,
Paddy Bee Sting,080432108406,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108406,342711,0,0,
Paddy Beesting,080432108475,Liquor,50 ml,1,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108475,344979,0,0,
Paddy Devils Apple,080432108482,Liquor,50 ml,1,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108482,345776,0,0,
Paddy Devil's Apple,080432108420,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108420,342710,0,0,
Paddy Old Irish Whiskey,080432107119,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432107119,325766,0,0,
Paddy Old Irish Whiskey,080432106594,Liquor,Ltr,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432106594,286405,0,0,
Paddys irish whiskey,088004027148,Liquor,50 ml,120,SAZERAC,Breakthru Beverage, ,All,80.95,,79.8,0.6745833333333333,0.99,,79.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088004027148",9269837,0.6745833333333333,80.95,0.3186026936026936
Pama Pomegranate Liqueur,096749940042,Liquor,375 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749940042,00pama,0,0,
Pama Pomegranate Liqueur,096749940066,Liquor,50 ml,120,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749940066,278247,0,0,
Panther St Paul Rye,855340004108,Liquor,Liter,12,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855340004108",,,,
Papa's Pilar Blonde Rum,854960004017,Liquor,750ml,6,SHAW-ROSS IMPORTERS,Breakthru Beverage, ,All,145.15,,144,24.191666666666666,30.99,,144,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC854960004017",9162196,24.191666666666666,145.15,0.21937184037861673
Papa's Pilar Dark Rum,854960004000,Liquor,750ml,6,SHAW-ROSS IMPORTERS,Breakthru Beverage, ,All,211.15,,210,35.19166666666667,45.99,,210,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC854960004000",9162197,35.19166666666667,211.15,0.23479741972892654
Pappy Van Winkle's 15yr,089319123723,Liquor,750ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,400.8,0,400,133.6,172.99,,400,400,SWS Southern Glazer's Wine & Spirits of MN089319123723,267979,133.6,400.8,
Pappy Van Winkle's 15yr,089319123723,Liquor,750ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,400.8,0,400,133.6,172.99,,400,400,SWS Southern Glazer's Wine & Spirits of MN089319123723,267979,133.6,400.8,
Pappy Van Winkle's 15yr,089319123723,Liquor,750ml,3,SAZERAC,Breakthru Beverage, ,All,316.69,,315.54,105.56333333333333,136.99,,315.54,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC089319123723",9186992,105.56333333333333,316.69,0.2294084726379055
Pappy Van Winkle's 20yr,089319123747,Liquor,750ml,3,SAZERAC,Breakthru Beverage, ,All,632.65,,631.5,210.88333333333333,273.99,,631.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC089319123747",9186994,210.88333333333333,632.65,0.23032470771439353
Pappy Van Winkle's 23yr,089319123785,Liquor,750ml,3,SAZERAC,Breakthru Beverage, ,All,744.38,,743.23,248.12666666666667,321.99,,743.23,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC089319123785",9238433,248.12666666666667,744.38,0.2293963580649503
Parker's 24yr old Bourbon,096749001439,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749001439,434697,0,0,
Parker's Heritage Barrel Finished,096749021925,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749021925,917713,0,0,
Parker's Heritage Collection,096749001774,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749001774,485296,0,0,
Parker's Heritage Heavy Char 10yr,096749003518,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749003518,983340,0,0,
Parker's Heritage Heavy Char Wheat 11yr,096749005000,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749005000,530477,0,0,
Parker's Heritage Kentucky Straight Rye,096749002610,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749002610,949417,0,0,
Parrot Bay Coconut Pina Colada,82000761617,Liquor,200 ml,12,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC82000761617",,,,
Partida Anejo Tequila,701530512505,Liquor,750 ml,6,THE EDRINGTON GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN701530512505,236566,0,0,
Partida Reposado Tequila,701530511508,Liquor,750 ml,6,THE EDRINGTON GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN701530511508,236558,0,0,
Passoa Liqueur,87236565398,Liquor,50 ml,140,MHW LTD - LUCAS BOLS USA,Breakthru Beverage, ,All,231.95000000000002,,230.8,1.6567857142857143,1.99,,230.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87236565398",9425106,1.6567857142857143,231.95000000000002,0.16744436468054558
Passport Scotch,80432401774,Liquor,Ltr,12,SAZERAC,Breakthru Beverage, ,All,168.15,,167,14.012500000000001,17.99,,167,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC80432401774",9020752,14.012500000000001,168.15,0.22109505280711494
Patron (Silver/XO) Tequila,721733001682,Liquor,100 ml,30,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.02666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733001682,333152,0.02666666666666667,0.8,
Patron Barrel Select Anejo,721733003068,Liquor,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.06666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733003068,929330,0.06666666666666667,0.8,
Patron Citronge,721733000142,Liquor,375 ml,12,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.06666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733000142,379349,0.06666666666666667,0.8,
Patron Citronge Lime,721733002078,Liquor,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.06666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733002078,367703,0.06666666666666667,0.8,
Patron Citronge Mango,721733002306,Liquor,375 ml,12,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.06666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733002306,388873,0.06666666666666667,0.8,
Patron Citronge Mango,721733002276,Liquor,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.06666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733002276,388875,0.06666666666666667,0.8,
Patron Citronge Pineapple,721733003532,Liquor,750ml,12,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.06666666666666667,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733003532,908460,0.06666666666666667,0.8,
Patron Estate Release,721733003754,Liquor,750ml,6,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.13333333333333333,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733003754,925604,0.13333333333333333,0.8,
Patron Extra Anejo 7 Anos,721733002245,Liquor,750ml,3,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.26666666666666666,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733002245,380387,0.26666666666666666,0.8,
Patron Guillermo Del Toro,721733003112,Liquor,750ml,1,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.8,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733003112,477920,0.8,0.8,
Patron Incendio,721733002122,Liquor,50 ml,60,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.013333333333333334,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721733002122,370668,0.013333333333333334,0.8,
