Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Vendor UPC,Item Number,Net Case EO,Net Cs EO/Unit,Competitor Pricing
Soho Lychee Liqueur,080432316672,Liquor,750 ml,6,SAZERAC CO/375 PARK AVE SPIRIT,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432316672,136485,0,0,
SOMBRA MEZCAL JOVEN 90,856622001990,Liquor,750ML,6,DIAGEO SPIRITS,Southern Wine & Spirits,,ALL,189,189,207,31.5,44.99,,189,189,SWS Southern Glazer's Wine & Spirits of MN856622001990,981939,31.5,189,
Somrus Indian Cream,851884005007,Liquor,750ml,6,STOLLER WHOLESALE WINE & SPIRITS,Breakthru Beverage, ,All,118.15,,117,19.691666666666666,24.99,,117,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC851884005007",9188301,19.691666666666666,118.15,0.2120181405895691
Somrus Indian Cream,851884005014,Liquor,50 ml,60,STOLLER WHOLESALE WINE & SPIRITS,Breakthru Beverage, ,All,90.75,,89.6,1.5125,1.99,,89.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC851884005014",9239011,1.5125,90.75,0.2399497487437186
Somrus Mango Indian Cream,851884005021,Liquor,750ml,6,STOLLER WHOLESALE WINE & SPIRITS,Breakthru Beverage, ,All,118.15,,117,19.691666666666666,24.99,,117,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC851884005021",9256326,19.691666666666666,118.15,0.2120181405895691
Somrus Mango Indian Cream,851884005038,Liquor,50 ml,60,STOLLER WHOLESALE WINE & SPIRITS,Breakthru Beverage, ,All,90.75,,89.6,1.5125,1.99,,89.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC851884005038",9256327,1.5125,90.75,0.2399497487437186
Sortilege Maple Liqueur,083089440356,Liquor,375 ml,6,MAISON DE FUTAILLES/PARK STREE,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083089440356,288778,0,0,
Sortilege Maple Liqueur,083089440011,Liquor,750 ml,6,MAISON DE FUTAILLES/PARK STREE,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083089440011,389902,0,0,
Southern Comfort 80 Proof,88004026660,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,142.15,,141,11.845833333333333,14.99,,141,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004026660",9262500,11.845833333333333,142.15,0.20975094507449413
Southern Comfort Black Cherry,88544000618,Liquor,Ltr,12,SAZERAC,Breakthru Beverage, ,All,185.95000000000002,,184.8,15.495833333333335,19.99,,184.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000618",9147245,15.495833333333335,185.95000000000002,0.22482074370518576
Southern Comfort Black Cherry,88544000649,Liquor,50 ml,120,SAZERAC,Breakthru Beverage, ,All,80.95,,79.8,0.6745833333333333,0.99,,79.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000649",9147247,0.6745833333333333,80.95,0.3186026936026936
Southern Comfort Caramel,88544000793,Liquor,Liter,12,SAZERAC,Breakthru Beverage, ,All,185.95000000000002,,184.8,15.495833333333335,19.99,,184.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000793",9187052,15.495833333333335,185.95000000000002,0.22482074370518576
Southern Comfort Caramel,88544000809,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,154.84,,153.69,12.903333333333334,16.99,,153.69,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000809",9187051,12.903333333333334,154.84,0.24053364724347642
Southern Comfort Caramel,88544000816,Liquor,50 ml,120,SAZERAC,Breakthru Beverage, ,All,80.95,,79.8,0.6745833333333333,0.99,,79.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000816",9186176,0.6745833333333333,80.95,0.3186026936026936
Southern Comfort Fiery Pepper,88544000502,Liquor,Liter,12,SAZERAC,Breakthru Beverage, ,All,202.15,,201,16.845833333333335,21.99,,201,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000502",9138393,16.845833333333335,202.15,0.23393209034409568
Southern Comfort Fiery Pepper,88544000519,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,161.84,,160.69,13.486666666666666,16.99,,160.69,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000519",9138392,13.486666666666666,161.84,0.20619972532862463
Southern Comfort Fiery Pepper,88544000533,Liquor,50 ml,12,SAZERAC,Breakthru Beverage, ,All,123.15,,122,10.262500000000001,12.99,,122,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000533",9138396,10.262500000000001,123.15,0.209969207082371
Southern Comfort Gingerbread,88544000854,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,109.06,,107.91,9.088333333333333,11.99,,107.91,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000854",9182124,9.088333333333333,109.06,0.2420072282457604
Southern Comfort Lime,88544000076,Liquor,Ltr,12,SAZERAC,Breakthru Beverage, ,All,185.95000000000002,,184.8,15.495833333333335,19.99,,184.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88544000076",9110121,15.495833333333335,185.95000000000002,0.22482074370518576
Sparkle Donkey Reposado,663188000868,Liquor,750 ml,6,BLACK ROCK SPIRITS LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN663188000868,323119,0,0,
Sparkle Donkey Silver,663188000875,Liquor,750 ml,6,BLACK ROCK SPIRITS LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN663188000875,323116,0,0,
Speyburn 10yr,632070100122,Liquor,750ml,6,HOTALING & COMPANY,Breakthru Beverage, ,All,136.15,,135,22.691666666666666,28.99,,135,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC632070100122",9151336,22.691666666666666,136.15,0.21725882488214324
Speyburn Bradan Orach,632070100085,Liquor,750ml,6,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits,,All,0.8,0,,0.13333333333333333,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN632070100085,228546,0.13333333333333333,0.8,
Speyburn Companion Cask Top Ten,632070101211,Liquor,750ml,6,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits,,All,0.8,0,,0.13333333333333333,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN632070101211,952269,0.13333333333333333,0.8,
Sportsmans Redneck Juice,700220498853,Misc,64 oz,6,SPORTSMAN'S REDNECK JUICE LLC,Breakthru Beverage, ,All,38.75,,37.6,6.458333333333333,7.99,,37.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC700220498853",9255215,6.458333333333333,38.75,0.19169795577805596
Sportsmans Redneck Juice Clam,703510595164,Misc,64 oz,6,SPORTSMAN'S REDNECK JUICE LLC,Breakthru Beverage, ,All,38.75,,37.6,6.458333333333333,7.99,,37.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC703510595164",9255223,6.458333333333333,38.75,0.19169795577805596
Sportsmans Redneck Juice Spicy,799559027476,Misc,64 oz,6,SPORTSMAN'S REDNECK JUICE LLC,Breakthru Beverage, ,All,38.75,,37.6,6.458333333333333,7.99,,37.6,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC799559027476",9255224,6.458333333333333,38.75,0.19169795577805596
SQRRL WSKY PEANUT BUTTER 70,080686028017,Liquor,750ml,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,FEB|MAY|JUNE|AUG|NOV|DEC,168.8,0,179.96,14.066666666666668,18.99,,168,168,SWS Southern Glazer's Wine & Spirits of MN080686028017,970008,14.066666666666668,168.8,
SQRRL WSKY PEANUT BUTTER 70,080686028017,Liquor,750ml,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,FEB|MAY|JUNE|AUG|NOV|DEC,168.8,0,179.96,14.066666666666668,18.99,,168,168,SWS Southern Glazer's Wine & Spirits of MN080686028017,970008,14.066666666666668,168.8,
St Agrestis Black Manhattan BIB,40232549175,Liquor,1.75 L Box,6,St Agrestis,The Wine Company,,All,220,0,220,36.666666666666664,47.99,,220,242,TWC The Wine Company40232549175,21508,36.666666666666664,220,
St Brendans Irish Cream,088352109992,Liquor,1.75 L,6,LUXCO,Breakthru Beverage, ,All,142.15,,141,23.691666666666666,30.99,,141,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088352109992",9211597,23.691666666666666,142.15,0.23550607722921368
St George Rye Gin,27724217507,Liquor,750ml,6,ST GEORGE SPIRITS,Breakthru Beverage, ,All,158.65,,157.5,26.441666666666666,33.99,,157.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC27724217507",9141632,26.441666666666666,158.65,0.2220751201333726
St Germain Liqueur,080480004705,Liquor,200 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480004705,406984,0,0,
St Germain Liqueur,804800047124,Liquor,50 ml,48,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN804800047124,406928,0,0,
St Germain Liqueur,804800047124-X,Liquor,50 ml,48,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN804800047124-X,000406928-x,0,0,
St. George Dry Rye Reposado,27724287500,Liquor,750ml,6,ST GEORGE SPIRITS,Breakthru Beverage, ,All,194.65,,193.5,32.44166666666667,41.99,,193.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC27724287500",9196628,32.44166666666667,194.65,0.22739541160593787
St. George Raspberry Brandy,27724587501,Liquor,750ml,6,ST GEORGE SPIRITS,Breakthru Beverage, ,All,181.15,,180,30.191666666666666,38.99,,180,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC27724587501",9174914,30.191666666666666,181.15,0.22565615114986753
St. George Raspberry Liqueur,252448,Liquor,750ml,6,ST GEORGE SPIRITS,Breakthru Beverage, ,All,158.65,,157.5,26.441666666666666,33.99,,157.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC252448",9174917,26.441666666666666,158.65,0.2220751201333726
St. Remy VSOP Brandy,087236992057,Liquor,750ml,12,Remy,Breakthru Beverage, , ,127.10000000000001,,125.95,10.591666666666667,13.99,,125.95,125.95,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC087236992057",9043533,10.591666666666667,127.10000000000001,0.24291160352632835
STAGG JR BBN 132.3,088004018580,Liquor,750ml,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,All,248.79000000000002,0,248,41.465,53.99,,247.99,247.99,SWS Southern Glazer's Wine & Spirits of MN088004018580,950722,41.465,248.79000000000002,
Stellum Black Bourbon,736040005414,Liquor,750ml,12,Stellum,Maverick Wine Company,Allocated,All,901.5,,924,75.125,99.99,,900,,"70000 Maverick Beverage Co., LLC - MN736040005414",S-BC-ST-BL-BO,75.125,901.5,
Stellum Black Bourbon Equinox #1,736040006183,Liquor,750ml,12,Stellum,Maverick Wine Company,allocated,All,901.5,,924,75.125,99.99,,900,,"70000 Maverick Beverage Co., LLC - MN736040006183",S-BC-SB-BO-EQ1,75.125,901.5,
Stellum Black Rye,736040005421,Liquor,750ml,12,Stellum,Maverick Wine Company,Allocated,All,901.5,,924,75.125,99.99,,900,,"70000 Maverick Beverage Co., LLC - MN736040005421",S-BC-ST-BL-RY,75.125,901.5,
Stellum Black Rye Fibonacci #1,736040006367,Liquor,750ml,12,Stellum,Maverick Wine Company,Allocated,All,901.5,,924,75.125,99.99,,900,,"70000 Maverick Beverage Co., LLC - MN736040006367",S-BC-ST-BL-FB,75.125,901.5,
Stellum Bourbon Cask Strength,736040003915,Liquor,750ml,12,Stellum,Maverick Wine Company,m/m 4cs buy,All,481.5,,585,40.125,62.99,,480,,"70000 Maverick Beverage Co., LLC - MN736040003915",S-BC-SB-CS,40.125,481.5,
Stellum Rye Cask Strength,736040003922,Liquor,750ml,12,Stellum,Maverick Wine Company,m/m 4cs buy,All,481.5,,585,40.125,62.99,,480,,"70000 Maverick Beverage Co., LLC - MN736040003922",S-BC-SR-CS,40.125,481.5,
Stellum Single Barrel Bourbon,736040003939,Liquor,750ml,12,Stellum,Maverick Wine Company,,All,481.5,,480,40.125,51.99,,480,,"70000 Maverick Beverage Co., LLC - MN736040003939",S-BC-SB-SB-VG-M2,40.125,481.5,
Stillhouse Apple Crisp,851447002221,Liquor,375 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002221,449282,0,0,
Stillhouse Coconut Whiskey,851447002108,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002108,401211,0,0,
Stillhouse Mint Chip Whiskey,851447002115,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002115,401202,0,0,
Stillhouse Red Hot Whiskey,851447002177,Liquor,375 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002177,449289,0,0,
Stillhouse Red Hot Whiskey,851447002146,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002146,401212,0,0,
Stillhouse Spiced Cherry Whisk,851447002153,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002153,894251,0,0,
Stillhouse Vodka,851447002269,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN851447002269,922755,0,0,
STILLHOUSE WSKY APPLE CRISP 69,851447002092,Liquor,750ML,12,BACARDI USA INC,Southern Wine & Spirits,,ALL,177.19,177.19,206.91,14.765833333333333,21.99,,177.19,177.19,SWS Southern Glazer's Wine & Spirits of MN851447002092,401205,14.765833333333333,177.19,
Stock 84,086024004385,Liquor,Liter,12,TOTAL BEVERAGE SOLUTION,Breakthru Beverage, ,All,136.15,,135,11.345833333333333,14.99,,135,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC086024004385",9266534,11.345833333333333,136.15,0.24310651545474762
Stock 84 Brandy,86024004378,Liquor,1.75 L,6,TOTAL BEVERAGE SOLUTION,Breakthru Beverage, ,All,118.15,,117,19.691666666666666,24.99,,117,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC86024004378",9214358,19.691666666666666,118.15,0.2120181405895691
Stoli Ginger Beer,811751020717,Misc,4 pk 8 oz cn,6,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811751020717,357007,0,0,
Stoli Moscow Mule Mug,5530442215,Misc,Single,0,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN5530442215,ZZZ33083,,0,
Stolichnaya Blueberi Vodka,083664871964,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664871964,371292,0,0,
Stolichnaya Chocolat Kokonut,083664872749,Liquor,Ltr,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664872749,320574,0,0,
Stolichnaya Chocolat Razberi V,083664872398,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664872398,309296,0,0,
Stolichnaya Elit Vodka,083664870660,Liquor,750 ml,6,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664870660,00q,0,0,
Stolichnaya Gold Vodka,089540436678,Liquor,750 ml,1,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN089540436678,55206,0,0,
Stolichnaya Hot Vodka,083664872664,Liquor,Ltr,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664872664,313941,0,0,
Stolichnaya Orange Vodka,083664871728,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664871728,11323,0,0,
Stolichnaya Peach Vodka,083664872299,Liquor,Ltr,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664872299,304500,0,0,
Stolichnaya Razberi Vodka,083664871810,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664871810,165164,0,0,
Stolichnaya Salted Karamel Vod,811751020281,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811751020281,320570,0,0,
Stolichnaya Sticki Vodka,083664872633,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664872633,313931,0,0,
Stolichnaya Vanilla Vodka,811751020489,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811751020489,304515,0,0,
Stolichnaya Vodka,083664871742,Liquor,1.75 L,6,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664871742,11296,0,0,
Stolichnaya Vodka,811751020038,Liquor,375 ml,24,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811751020038,11299,0,0,
Stolichnaya Vodka,083664871766,Liquor,750 ml,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664871766,11298,0,0,
Stolichnaya Vodka,083664870547,Liquor,Liter,12,STOLI GROUP USA LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664870547,11297,0,0,
Strathmill First Edition 23yr,7897645408390,Liquor,750 ml,6,A HARDY/USA LIMITED,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN7897645408390,352810,0,0,
Stu's Bloody Mary Concentrate,661799145077,Misc,8 oz,12,STUS KITCHEN,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN661799145077,358368,0,0,
SUGARLANDS SHINE APPLE PIE 50,811559020025,Liquor,750ML,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,All,103.5,0,109.5,17.25,23.99,,103.5,103.5,SWS Southern Glazer's Wine & Spirits of MN811559020025,364643,17.25,103.5,
Sugarlands Shine Silver Cloud,811559020001,Liquor,750 ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811559020001,,0,0,
Sugarlands Unaged Rye Shine,811559020018,Liquor,750 ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,All,103.5,0,109.5,17.25,23.99,,103.5,103.5,SWS Southern Glazer's Wine & Spirits of MN811559020018,364644,17.25,103.5,
Suntory -196 Cocktail Vodka Grapefruit,080686007579,Liquor,355ML,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,JULY,41.3,0,56,6.883333333333333,11.99,,40.5,,SWS Southern Glazer's Wine & Spirits of MN080686007579,613844,6.883333333333333,41.3,
Suntory -196 Cocktail Vodka Lemon,080686004578,Liquor,355ML,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,JULY,41.3,0,56,6.883333333333333,11.99,,40.5,,SWS Southern Glazer's Wine & Spirits of MN080686004578,590480,6.883333333333333,41.3,
Suntory -196 Cocktail Vodka Peach,080686007616,Liquor,355ML,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,JULY,41.3,0,56,6.883333333333333,11.99,,40.5,,SWS Southern Glazer's Wine & Spirits of MN080686007616,613846,6.883333333333333,41.3,
Superbird Grapefruit Paloma,860001753400,Liquor,4pk 12oz cn,6,MOLSON COORS,Breakthru Beverage, ,All,63.15,,62,10.525,12.99,,62,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC860001753400",9616785,10.525,63.15,0.18976135488837567
Superbird Paloma,860001753479,Liquor,4pk 12oz cn,6,MOLSON COORS,Breakthru Beverage, ,All,63.15,,62,10.525,12.99,,62,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC860001753479",9616673,10.525,63.15,0.18976135488837567
Suze Saveur d'autrefois,080432237991,Liquor,Ltr,6,BONNETE CONSULTING INC/MHW LTD,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432237991,317096,0,0,
Svedka Cherry Vodka,617768126103,Liquor,Liter,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,153.45000000000002,,152.3,12.787500000000001,15.99,,152.3,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768126103",9211534,12.787500000000001,153.45000000000002,0.20028142589118192
Svedka Cherry Vodka,617768126172,Liquor,1.75 L,6,CONSTELLATION BRANDS,Breakthru Beverage, ,All,125.7,,124.55,20.95,26.99,,124.55,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768126172",9211533,20.95,125.7,0.2237865876250463
Svedka Citron Vodka,617768125106,Liquor,Liter,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768125106,171498,0,0,
Svedka Citron Vodka,617768125106,Liquor,Liter,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,153.45000000000002,,152.3,12.787500000000001,15.99,,152.3,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768125106",9211526,12.787500000000001,153.45000000000002,0.20028142589118192
Svedka Clementine Vodka,617768122174,Liquor,1.75 L,6,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768122174,198666,0,0,
Svedka Clementine Vodka,617768122105,Liquor,Liter,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,153.45000000000002,,152.3,12.787500000000001,15.99,,152.3,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768122105",9205156,12.787500000000001,153.45000000000002,0.20028142589118192
Svedka Grape Vodka,617768127179,Liquor,1.75 L,6,CONSTELLATION BRANDS,Breakthru Beverage, ,All,125.7,,124.55,20.95,26.99,,124.55,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768127179",9205162,20.95,125.7,0.2237865876250463
Svedka Mango Pineapple Vodka,617768151051,Liquor,50 ml,120,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768151051,354687,0,0,
Svedka Peach,617768171011,Liquor,100 ml,48,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768171011,928013,0,0,
Svedka Peach,617768171059,Liquor,50 ml,120,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768171059,367687,0,0,
Svedka Raspberry Vodka,617768124178,Liquor,1.75 L,6,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768124178,358202,0,0,
Svedka Raspberry Vodka,617768124109,Liquor,Liter,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,153.45000000000002,,152.3,12.787500000000001,15.99,,152.3,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768124109",9211528,12.787500000000001,153.45000000000002,0.20028142589118192
Svedka Raspberry Vodka,617768124178,Liquor,1.75 L,6,CONSTELLATION BRANDS,Breakthru Beverage, ,All,125.7,,124.55,20.95,26.99,,124.55,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768124178",9211529,20.95,125.7,0.2237865876250463
Svedka Rose,617768221372,Liquor,375 ml,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768221372,927127,0,0,
Svedka Rose ,617768221105,Liquor,Liter,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768221105,927428,0,0,
Svedka Tropics Variety Pack,617768401354,Liquor,8 pk can,3,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768401354,538977,0,0,
Svedka Vanilla Vodka,617768123102,Liquor,Liter,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,153.45000000000002,,152.3,12.787500000000001,15.99,,152.3,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768123102",9211522,12.787500000000001,153.45000000000002,0.20028142589118192
SVEDKA VOD BLUE RASPBERRY 70,617768201756,Liquor,750ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May,93.55,0,119,7.795833333333333,12.99,,93.55,99.22,SWS Southern Glazer's Wine & Spirits of MN617768201756,448237,7.795833333333333,93.55,
SVEDKA VOD BLUE RASPBERRY 70,617768201374,Liquor,375ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,57.89,0,57.9,4.824166666666667,5.99,,57.89,57.89,SWS Southern Glazer's Wine & Spirits of MN617768201374,448776,4.824166666666667,57.89,
SVEDKA VOD BLUE RASPBERRY 70 PET,617768201015,Liquor,100ML,48,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,63.7,0,96,1.3270833333333334,2.99,,63.7,63.7,SWS Southern Glazer's Wine & Spirits of MN617768201015,927997,1.3270833333333334,63.7,
SVEDKA VOD CHERRY LIMEADE 70,617768291108,Liquor,1.0L,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,118.57,0,134.5,9.880833333333333,14.99,,118.57,118.57,SWS Southern Glazer's Wine & Spirits of MN617768291108,532611,9.880833333333333,118.57,
SVEDKA VOD MANGO PINEAPPLE 70,617768151754,Liquor,750ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May,93.55,0,119,7.795833333333333,12.99,,93.55,99.22,SWS Southern Glazer's Wine & Spirits of MN617768151754,350537,7.795833333333333,93.55,
