Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail Calc,Club Override,GM%,Buy Month Invoice,Effective Date,Notes,Non-Buy Month Invoice,Reorder Point,Item Number,Net Case EO,Net Cs EO/Unit,Retail Override,Avg Retail,Avg Club,Markup,Buy Months,Case 1 on Spirits Tab,Buy Month Invoice on Spirits Tab,Net Case on Spirits Tab,Diff b/w Case 1,Diff b/w Net Case,Diff Item Number,Units On Hand Across Chain,Netsuite Name,Color
Midnight Moon Moonshine 100pf,851767001294,Liquor,750ml,6,PIEDMONT DISTILLERS INC,Breakthru Beverage, ,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9168231,81.15,13.525,20.99,21.99,18.96,0.3,,,,,,,,0,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moon Moonshine 80pf,851767001027,Liquor,750ml,6,PIEDMONT DISTILLERS INC,Breakthru Beverage, ,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9120601,81.15,13.525,20.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moon Peach,851767001355,Liquor,750ml,6,PIEDMONT DISTILLERS INC,Breakthru Beverage, ,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9192564,81.15,13.525,20.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moon Raspberry,851767001379,Liquor,750ml,6,PIEDMONT DISTILLERS INC,Breakthru Beverage, ,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9185822,81.15,13.525,20.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moon Strawberry,851767001164,Liquor,750ml,6,PIEDMONT DISTILLERS INC,Breakthru Beverage, ,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9126405,81.15,13.525,20.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moon Watermelon,850015676017,Liquor,750ml,6,PIEDMONT DISTILLERS INC,Breakthru Beverage, ,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9427151,81.15,13.525,20.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moonshake Apple Pie,850015676451,Liquor,50ml,48,Sazerac,Breakthru Beverage, ,ALL,1.7739583333333335,85.15,84,2.99,1.96,0.09491921768707472,84,2026-08-01 00:00:00,,,,9184257,85.15,1.7739583333333335,1.99,3.99,2.96,0.5,,,,,,,,94,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moonshake Apple Pie,850015676468,Liquor,750ml,6,Sazerac,Breakthru Beverage,,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9698489,81.15,13.525,20.99,23.99,19.96,0.3,,,,,,,,8,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moonshake Chocolate Brownie,850015676475,Liquor,50ml,48,Sazerac,Breakthru Beverage,,ALL,1.7739583333333335,85.15,84,2.99,1.96,0.09491921768707472,84,2026-08-01 00:00:00,,,,9698510,85.15,1.7739583333333335,1.99,3.99,2.96,0.5,,,,,,,,99,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moonshake Chocolate Brownie,850015676482,Liquor,750ml,6,Sazerac,Breakthru Beverage,,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9698536,81.15,13.525,20.99,23.99,19.96,0.3,,,,,,,,4,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moonshake Cookies and Cream,850015676499,Liquor,50ml,48,Sazerac,Breakthru Beverage,,ALL,1.7739583333333335,85.15,84,2.99,1.96,0.09491921768707472,84,2026-08-01 00:00:00,,,,9698547,85.15,1.7739583333333335,1.99,3.99,2.96,0.5,,,,,,,,61,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Midnight Moonshake Cookies and Cream,850015676505,Liquor,750ml,6,Sazerac,Breakthru Beverage,,ALL,13.525,81.15,80,16.99,17.96,0.2469376391982183,80,2026-08-01 00:00:00,,,,9698545,81.15,13.525,20.99,23.99,19.96,0.3,,,,,,,,8,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Mijenta Tequila Anejo ,850015899027,Liquor,750ml,6,MHW/Altos Planos,Breakthru Beverage,5cs purchase in a month,ALL,111.85833333333333,671.15,670,144.99,150.96,0.259020049461226,670,2026-08-01 00:00:00,, ,,9644452,671.15,111.85833333333333,177.99,151.99,128.96,0.3,,,,,,,,6,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Mijenta Tequila Blanco,850015899003,Liquor,750ml,6,MHW/Altos Planos,Breakthru Beverage,5cs purchase in a month,ALL,32.44166666666667,194.65,216,46.99,43.96,0.26201850166818313,193.5,2026-08-01 00:00:00,, ,,9618181,194.65,32.44166666666667,51.99,47.99,40.96,0.3,,,,,,,,6,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Mijenta Tequila Reposado,850015899010,Liquor,750ml,6,MHW/Altos Planos,Breakthru Beverage,5cs purchase in a month,ALL,47.44166666666666,284.65,306,65.99,63.96,0.2582603710652492,283.5,2026-08-01 00:00:00,, ,,9618173,284.65,47.44166666666666,74.99,69.99,58.96,0.3,,,,,,,,12,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Milagro,083664868902,Liquor,1.75L,6,WM GRANT & SONS,Breakthru Beverage,5cs purchase in a month,ALL,35.858333333333334,215.15,247.5,53.99,47.96,0.25232832916319153,214,2026-08-01 00:00:00,,,,9008626,215.15,35.858333333333334,56.99,48.99,0,0.3,,,,,,,,0,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Milagro Anejo Tequila,83664868971,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,5cs purchase in a month,ALL,,,216,46.99,-0.04,0,141.75,2026-08-01 00:00:00,, ,,9001699,,0,-0.01,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Milagro Reposado Tequila,83664874071,Liquor,375ml,12,WM GRANT & SONS,Breakthru Beverage,5cs purchase in a month,ALL,11.341666666666667,136.1,152.95,18.99,14.96,0.241867201426025,134.95,2026-08-01 00:00:00,,,,9392449,136.1,11.341666666666667,17.99,,,0.5,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Milagro Select Reserv Reposado,83664874484,Liquor,750ml,6,WILLIAM GRANT & SONS,Breakthru Beverage,5cs purchase in a month ($105.50/cs Apil - June),ALL,36.19166666666667,217.15,216,46.99,48.96,0.2607911220043572,216,2026-08-01 00:00:00,,,,9001702,217.15,36.19166666666667,57.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Milagro Select Reserve Anejo,83664869008,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,5cs purchase in a month,ALL,43.69166666666666,262.15,261,56.99,58.96,0.25896087743102675,261,2026-08-01 00:00:00,,,,9008632,262.15,43.69166666666666,69.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Milagro Silver Tequila,,Liquor,375ml,12,WILLIAM GRANT & SONS,Breakthru Beverage,5cs purchase in a month,ALL,10.591666666666667,127.10000000000001,143.95,17.99,13.96,0.24128462273161416,125.95,2026-08-01 00:00:00,,,,9005264,127.10000000000001,10.591666666666667,15.99,,,0.5,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Monkey Shoulder Scotch,083664874224,Liquor,1.75L,6,WM GRANT & SONS,Breakthru Beverage,3cs purchase in a month,ALL,42.94166666666666,257.65,270,58.99,57.96,0.25911548194156897,256.5,2026-08-01 00:00:00,,,,9367571,257.65,42.94166666666666,67.99,62.99,0,0.3,,,,,,,,5,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Monkey Shoulder Scotch,083664872541,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,3cs purchase in a month,ALL,22.691666666666666,136.15,144,30.99,30.96,0.2670650301464255,135,2026-08-01 00:00:00,,,,9157494,136.15,22.691666666666666,36.99,35.49,29.96,0.3,,,,,,,,20,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Reyka Vodka,083664869725,Liquor,1.75L,6,WM GRANT,Breakthru Beverage,Net Down Pricing,ALL,26.441666666666666,158.65,202.5,43.99,35.96,0.26469225064886914,157.5,2026-08-01 00:00:00,,,,9019698,158.65,26.441666666666666,41.99,39.99,33.96,0.3,,,,,,,,24,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz B-52 18/4pk,766427003467,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,5cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9151696,71.25,3.9583333333333335,5.99,5.49,4.96,0.3,,,,,,,,24,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Berry Vanilla Thrilla 18/4pk,766427005379,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9786490,71.25,3.9583333333333335,5.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Flavor Fest 6/15pk,766427005478,Liquor,15pk,6,Independent Distillers,Breakthru Beverage,3cs mix and match of 15pks in a month,ALL,14.425000000000002,86.55000000000001,89.9,18.99,18.96,0.23918776371308006,85.4,2026-08-01 00:00:00,,89.9,,9786844,86.55000000000001,14.425000000000002,21.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Punch Pineapple Collection 18/4pk,766427005416,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9786491,71.25,3.9583333333333335,5.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Pussy Cat 18/4pk,766427004815,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9260594,71.25,3.9583333333333335,5.99,5.49,4.96,0.3,,,,,,,,0,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Razzle Dazzle 18/4pk,766427005331,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9751772,71.25,3.9583333333333335,5.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Sex on the Beach 18/4pk,766427003443,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9151699,71.25,3.9583333333333335,5.99,6.49,5.96,0.3,,,,,,,,87,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Suck it Up Butter 18/4pk,766427005294,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9751659,71.25,3.9583333333333335,5.99,6.49,5.96,0.3,,,,,,,,199,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Suck Up Chock Cup 18/4pk,766427005430,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9786501,71.25,3.9583333333333335,5.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Trad Party Pack,766427003702,Liquor,15pk,6,Independent Distillers,Breakthru Beverage,3cs mix and match of 15pks in a month,ALL,12.925000000000002,77.55000000000001,89.9,18.99,16.96,0.2379127358490565,76.4,2026-08-01 00:00:00,,89.9,,,77.55000000000001,12.925000000000002,19.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Twisted Shotz Whatamelon Sour 18/4pk,766427005393,Liquor,4pk,18,Independent Distillers,Breakthru Beverage,4cs mix and match of 4pks in a month,ALL,3.9583333333333335,71.25,80.8,5.99,4.96,0.20194892473118276,70.1,2026-08-01 00:00:00,,80.8,,9786607,71.25,3.9583333333333335,5.99,,,0.3,,,,,,,,,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Breakthru 8.1
Camarena Silver Tequila,085000008812,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,,ALL,2.0091666666666668,241.1,240,2.99,2.96,0.32122747747747743,240,2026-08-01 00:00:00,,240,,1512106,241.1,2.0091666666666668,2.99,,,0.5,,,,,,,,,Johnson Brothers - St. Paul,Gallo 8.1
E&J Apple Brandy,085000024003,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,,ALL,1.0091666666666665,121.1,120,1.99,0.96,-0.05121527777777769,120,2026-08-01 00:00:00,,120,,1838621,121.1,1.0091666666666665,0.99,,,0.5,,,,,,,,,Johnson Brothers - St. Paul,Gallo 8.1
E&J Brandy,085000003404,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,12 Sleeves of 10,ALL,1.0091666666666665,121.1,120,1.99,0.96,-0.05121527777777769,120,2026-08-01 00:00:00,,120,,1052242,121.1,1.0091666666666665,0.99,1.49,1.24,0.5,,,,,,,,536,Johnson Brothers - St. Paul,Gallo 8.1
E&J Peach Brandy,085000024072,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,,ALL,1.0091666666666665,121.1,120,1.99,0.96,-0.05121527777777769,120,2026-08-01 00:00:00,,120,,1281730,121.1,1.0091666666666665,0.99,,,0.5,,,,,,,,,Johnson Brothers - St. Paul,Gallo 8.1
E&J VSOP Brandy,085000003862,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,12 Sleeves of 10,ALL,1.0091666666666665,121.1,120,1.99,0.96,-0.05121527777777769,120,2026-08-01 00:00:00,,120,,1413002,121.1,1.0091666666666665,0.99,1.49,1.24,0.5,,,,,,,,280,Johnson Brothers - St. Paul,Gallo 8.1
E&J XO Brandy,085000009116,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,,ALL,1.0091666666666665,121.1,120,1.99,0.96,-0.05121527777777769,120,2026-08-01 00:00:00,,120,,1028893,121.1,1.0091666666666665,0.99,,,0.5,,,,,,,,,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Grapefruit Vodka,085000023761,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,001822206,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,26,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Lemon,085000026540,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,001901318,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,28,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Mango Vodka,085000023204,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,000025343,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,86,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Passionfruit,085000034200,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,001844709,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,28,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Peach Vodka,085000021651,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,000023530,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,61,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Pineapple,085000022337,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,000023940,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,54,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Raspberry,085000026175,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,001246487,86.8142857142857,14.469047619047616,23.99,24.99,20.96,0.3,,,,,,,,120,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Red Berry,085000021675,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,000023533,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,40,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Tangerine,085000034835,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,1953326,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,18,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Vodka,085000019511,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,000019065,86.8142857142857,14.469047619047616,23.99,22.49,18.96,0.3,,,,,,,,439,Johnson Brothers - St. Paul,Gallo 8.1
New Amsterdam Watermelon,085000030943,Liquor,1.75L,6,Gallo,Johnson Brothers Liquor Co,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,May | July | Sept |Nov,14.469047619047616,86.8142857142857,108.5,23.99,19.96,0.27509781467697314,90,2026-08-01 00:00:00,,90,,001607608,86.8142857142857,14.469047619047616,23.99,23.49,19.96,0.3,,,,,,,,41,Johnson Brothers - St. Paul,Gallo 8.1
Rum Haven Coconut Rum,085000023334,Liquor,50ml,120,Gallo,Johnson Brothers Liquor Co,,ALL,0.6758333333333333,81.1,80,0.99,0.96,0.2960069444444445,80,2026-08-01 00:00:00,,80,,1054539,81.1,0.6758333333333333,0.99,,,0.5,,,,,,,,,Johnson Brothers - St. Paul,Gallo 8.1
LIQS Mango Margarita WB,850477005172,Liquor,1.5L,6,Gallo,Johnson Brothers Liquor Co,,ALL,10.183333333333334,61.1,64,13.99,13.96,0.2705348615090736,60,2026-08-01 00:00:00,,60,,001726708,61.1,10.183333333333334,15.99,12.99,0,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Gallo Remove 8.1
LIQS Margarita WB,850477005028,Liquor,1.5L,6,Gallo,Johnson Brothers Liquor Co,,ALL,10.183333333333334,61.1,64,13.99,13.96,0.2705348615090736,60,2026-08-01 00:00:00,,60,,001293467,61.1,10.183333333333334,15.99,12.99,0,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Gallo Remove 8.1
LIQS Mojito WB,850477005066,Liquor,1.5L,6,Gallo,Johnson Brothers Liquor Co,,ALL,10.183333333333334,61.1,64,13.99,13.96,0.2705348615090736,60,2026-08-01 00:00:00,,60,,001878054,61.1,10.183333333333334,15.99,12.99,0,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Gallo Remove 8.1
LIQS Strawberry Margarita WB,850477005059,Liquor,1.5L,6,Gallo,Johnson Brothers Liquor Co,,ALL,10.183333333333334,61.1,64,13.99,13.96,0.2705348615090736,60,2026-08-01 00:00:00,,60,,001364214,61.1,10.183333333333334,15.99,12.99,0,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Gallo Remove 8.1
Rum Chata Pumpkin Spice,085000006863,Liquor ,50ml,120,Gallo,Johnson Brothers Liquor Co,,ALL,1.3425,161.1,160,1.99,1.96,0.31505102040816324,160,2026-08-01 00:00:00,,160,,1994148,161.1,1.3425,1.99,,,0.5,,,,,,,,,Johnson Brothers - St. Paul,Gallo Remove 8.1
Rum Chata Pumpkin Spice,085000035771,Liquor,750ml,12,Gallo,Johnson Brothers Liquor Co,DEEP NET,SEPT | OCT| NOV | DEC,16.216666666666665,194.6,225,23.99,21.96,0.26153612629022477,193.5,2026-08-01 00:00:00,,193.5,,1614388,194.6,16.216666666666665,25.99,25.99,21.96,0.3,,,,,,,,136,Johnson Brothers - St. Paul,Gallo Remove 8.1
Savage & Cooke Bad Sweater,850002707045,Liquor,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,22.683333333333334,136.1,148.5,31.99,30.96,0.2673341946597761,135,2026-08-01 00:00:00,,135,,1426531,136.1,22.683333333333334,36.99,,,0.3,,,,,,,,,Johnson Brothers - St. Paul,Gallo Remove 8.1
Savage & Cooke Burning Chair Bourbon,869251000302,Liquor,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,42.43333333333333,254.6,280,60.99,56.96,0.25503277153558057,253.5,2026-08-01 00:00:00,,253.5,,001354482,254.6,42.43333333333333,66.99,59.99,49.95,0.3,,,,,,,,33,Johnson Brothers - St. Paul,Gallo Remove 8.1
Savage & Cooke Burning Chair Single Barrel,850040206326,Liquor,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,55.18333333333334,331.1,400,86.99,73.96,0.25387596899224796,330,2026-08-01 00:00:00,,330,,1267597,331.1,55.18333333333334,86.99,74.99,64.96,0.3,,,,,,,,5,Johnson Brothers - St. Paul,Gallo Remove 8.1
Savage & Cooke Lip Service Rye,869251000326,Liquor,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,26.433333333333334,158.6,180,38.99,35.96,0.2649239896180942,157.5,2026-08-01 00:00:00,,157.5,,001345889,158.6,26.433333333333334,41.99,33.99,28.95,0.3,,,,,,,,14,Johnson Brothers - St. Paul,Gallo Remove 8.1
Savage & Cooke Second Glance Whiskey,869251000319,Liquor,750ml,6,Gallo,Johnson Brothers Liquor Co,,ALL,31.099999999999998,186.6,208,44.99,41.96,0.25881792183031466,185.5,2026-08-01 00:00:00,,185.5,,001281165,186.6,31.099999999999998,49.99,45.99,0,0.3,,,,,,,,23,Johnson Brothers - St. Paul,Gallo Remove 8.1
Jack Daniels Single Barrel,082184087008,Liquor,750ml,6,Brown Forman,Johnson Brothers Liquor Co, ,February|May|August|November,33.93333333333333,203.6,220.5,47.99,45.96,0.2616768204235568,202.5,2026-08-01 00:00:00,,223.23,,4036,203.6,33.93333333333333,53.99,51.99,47.96,0.3,,,,,,,,2,Johnson Brothers - St. Paul,Johnson 8.1
Jack and Coca Cola 4pk can,082184006870,Liquor,4pk 355ml can,6,Brown Forman,Johnson Brothers Liquor Co, ,ALL,8.683333333333334,52.1,51,10.99,11.96,0.2739687848383501,51,2026-08-01 00:00:00,,51,,1816919,52.1,8.683333333333334,13.99,13.79,11.96,0.3,,,,,,,,48,Johnson Brothers - St. Paul,Johnson 8.1
Campari,721059047500,Liquor ,750ml,12,Campari,Johnson Brothers Liquor Co,Case 1,ALL,25.3,303.6,302.5,32.99,33.96,0.25500588928150764,302.5,2026-08-01 00:00:00,, ,,6635,303.6,25.3,39.99,35.49,29.96,0.3,,,,,,,,76,Johnson Brothers - St. Paul,Johnson 8.1
Crooked Water Vodka,712038686117,Liquor,750ml,6,Crooked Water,Johnson Brothers Liquor Co,Case 1,ALL,19.308333333333334,115.85,135.75,28.99,25.96,0.2562275295326143,114.75,2026-08-01 00:00:00,,,,001754566,115.85,19.308333333333334,30.99,29.99,24.96,0.3,,,,,,,,3,Johnson Brothers - St. Paul,Johnson 8.1
Crooked Water Old Fashioned,712038686148,Liquor,750ml,6,Crooked Water,Johnson Brothers Liquor Co,Case 1,ALL,28.058333333333334,168.35,182.25,38.99,37.96,0.2608447488584475,167.25,2026-08-01 00:00:00,,,,001701369,168.35,28.058333333333334,44.99,47.99,39.96,0.3,,,,,,,,5,Johnson Brothers - St. Paul,Johnson 8.1
Crooked Water Lost Lake Single Barrel,711841589165,Liquor,750ml,6,Crooked Water,Johnson Brothers Liquor Co,Case 1,ALL,49.05833333333334,294.35,293.25,63.99,65.96,0.2562411562563168,293.25,2026-08-01 00:00:00,,,,001531823,294.35,49.05833333333334,77.99,74.99,64.96,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Johnson 8.1
Crooked Water Kings Point Bourbon,892060006012,Liquor,750ml,6,Crooked Water,Johnson Brothers Liquor Co,Case 1,ALL,35.55833333333333,213.35,249.75,53.99,47.96,0.25858354184042265,212.25,2026-08-01 00:00:00,,,,001167719,213.35,35.55833333333333,56.99,59.99,49.96,0.3,,,,,,,,2,Johnson Brothers - St. Paul,Johnson 8.1
Chicken Cock Rye,810020890037,Liquor,750ml,6,Grain & Barrel ,Johnson Brothers Liquor Co,Netted down price,ALL,38.85,233.1,254.85,54.99,51.96,0.25230946882217087,232,2026-08-01 00:00:00,, ,,1711082,233.1,38.85,60.99,59.99,49.96,0.3,,,,,,,,0,Johnson Brothers - St. Paul,Johnson 8.1
